ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Романова Вероника Николаевна,Улица Архитектора Власова,1,166,2005,,,,,
Пахомов Владислав Макарович,Улица Марии Ульяновой,13,53,1979,,,,,
Баранова Василиса Александровна,Улица Крупской,25,78,1981,,,,,
Литвинова Полина Лукинична,Ленинский проспект,13,78,1998,,,,,
Новикова Кира Борисовна,Улица Вавилова,27,58,1961,,,,,
Моисеева София Максимовна,Улица Архитектора Власова,21,59,1950,,,,,
Карташов Марк Владимирович,Улица Строителей,12,221,1983,,,,,
Воронин Сергей Дмитриевич,Улица Строителей,18,108,1962,,,,,
Куликов Ярослав Фёдорович,Улица Строителей,27,210,1981,,,,,
Максимова Анна Фёдоровна,Нахимовский проспект,10,270,1958,,,,,
Пономарева Мирослава Григорьевна,Улица Гарибальди,23,153,1955,,,,,
Грачев Платон Русланович,Улица Панфёрова,3,242,1970,,,,,
Голиков Кирилл Маркович,Улица Марии Ульяновой,29,206,1968,,,,,
Сергеев Михаил Станиславович,Улица Строителей,12,103,1985,,,,,
Белова София Львовна,Нахимовский проспект,16,274,1985,,,,,
Козлов Глеб Матвеевич,Нахимовский проспект,3,209,1993,,,,,
Голиков Лев Никитич,Улица Кравченко,27,127,1994,,,,,
Соловьева Елизавета Ивановна,Ленинский проспект,30,272,1970,,,,,
Попов Леонид Макарович,Улица Гарибальди,26,148,2002,,,,,
Новиков Андрей Георгиевич,Улица Строителей,2,202,1975,,,,,
Александрова Василиса Ивановна,Улица Вавилова,2,260,1992,,,,,
Блохина Елизавета Ильинична,Улица Панфёрова,10,154,1976,,,,,
Овчинникова Дарья Ильинична,Улица Крупской,6,163,1956,,,,,
Ларина Александра Ярославовна,Улица Архитектора Власова,14,3,2004,,,,,
Скворцов Максим Мирославович,Улица Гарибальди,15,74,1978,,,,,
Козлов Роман Сергеевич,Проспект Вернадского,4,253,1976,,,,,
Никонова София Константиновна,Улица Гарибальди,30,232,1995,,,,,
Серебрякова Полина Ярославовна,Улица Академика Пилюгина,22,293,2000,,,,,
Снегирева Дарья Глебовна,Улица Архитектора Власова,2,259,1951,,,,,
Филиппова Надежда Ярославовна,Улица Архитектора Власова,3,98,1963,,,,,
Андреева Ева Андреевна,Улица Крупской,28,256,1979,,,,,
Максимова Полина Кирилловна,Улица Кравченко,3,177,1997,,,,,
Николаева Дарина Григорьевна,Улица Марии Ульяновой,12,211,1955,,,,,
Орлов Георгий Иванович,Проспект Вернадского,13,121,1997,,,,,
Константинов Александр Юрьевич,Улица Вавилова,3,151,2005,,,,,
Елизарова Антонина Игоревна,Улица Крупской,13,12,1985,,,,,
Фомин Артём Андреевич,Проспект Вернадского,14,184,1996,,,,,
Селиванова Елизавета Марковна,Ленинский проспект,11,11,1956,,,,,
Блохина Елизавета Ильинична,Улица Архитектора Власова,5,237,1999,,,,,
Балашова Анна Савельевна,Улица Крупской,20,90,1959,,,,,
Максимова Анна Фёдоровна,Улица Вавилова,15,293,1993,,,,,
Сергеев Гордей Ярославович,Ленинский проспект,27,11,1977,,,,,
Кукушкин Павел Львович,Улица Кравченко,9,199,1969,,,,,
Скворцов Максим Мирославович,Улица Академика Пилюгина,30,104,1954,,,,,
Павлов Лев Александрович,Улица Строителей,14,144,1993,,,,,
Сазонова Анастасия Александровна,Улица Кравченко,7,299,1962,,,,,
Кожевников Иван Евгеньевич,Нахимовский проспект,16,5,1979,,,,,
Филиппова Надежда Ярославовна,Улица Вавилова,13,178,1978,,,,,
Сазонова Анастасия Александровна,Нахимовский проспект,10,234,1995,,,,,
Туманов Сергей Михайлович,Улица Кравченко,5,27,1991,,,,,
Шишкин Константин Павлович,Ленинский проспект,2,53,1986,,,,,
Зубков Алексей Арсеньевич,Улица Крупской,16,216,1972,,,,,
Сергеев Гордей Ярославович,Улица Академика Пилюгина,12,31,1964,,,,,
Белова София Львовна,Улица Архитектора Власова,13,4,1982,,,,,
Белов Максим Демидович,Улица Панфёрова,9,129,1984,,,,,
Егорова Надежда Дмитриевна,Улица Строителей,6,43,1955,,,,,
Николаева Валерия Владимировна,Улица Кравченко,6,69,1976,,,,,
Жданов Кирилл Фёдорович,Улица Академика Пилюгина,21,176,1992,,,,,
Мартынов Даниил Демьянович,Улица Гарибальди,14,290,1997,,,,,
Новиков Андрей Георгиевич,Улица Академика Пилюгина,25,241,1969,,,,,
Максимова Полина Максимовна,Улица Крупской,29,236,1952,,,,,
Андреева Ева Андреевна,Улица Вавилова,28,132,1971,,,,,
Максимова Анна Фёдоровна,Проспект Вернадского,21,238,1959,,,,,
Ананьев Алексей Семёнович,Улица Панфёрова,3,218,1992,,,,,
Тихомиров Герман Даниилович,Улица Архитектора Власова,3,200,2004,,,,,
Елизарова Антонина Игоревна,Улица Крупской,25,50,1985,,,,,
Кукушкин Павел Львович,Улица Панфёрова,1,44,1966,,,,,
Козлова Виктория Дмитриевна,Проспект Вернадского,21,35,1965,,,,,
Моисеева София Максимовна,Улица Академика Пилюгина,12,6,1974,,,,,
Суворов Макар Александрович,Улица Архитектора Власова,2,41,1991,,,,,
Матвеева Ева Андреевна,Улица Строителей,3,125,1996,,,,,
Попов Леонид Макарович,Улица Гарибальди,1,101,1963,,,,,
Голиков Кирилл Маркович,Улица Панфёрова,20,176,1995,,,,,
Соловьева Елизавета Ивановна,Улица Гарибальди,18,266,1974,,,,,
Егорова Надежда Дмитриевна,Ленинский проспект,3,292,1958,,,,,
Тихонова Василиса Фёдоровна,Улица Гарибальди,14,70,1992,,,,,
Тихонов Константин Артёмович,Улица Кравченко,5,293,1951,,,,,
Давыдов Кирилл Янович,Улица Архитектора Власова,5,187,2003,,,,,
Калинин Даниил Артёмович,Нахимовский проспект,20,3,1979,,,,,
Фомин Артём Андреевич,Улица Крупской,23,196,1983,,,,,
Соловьева Елизавета Ивановна,Нахимовский проспект,30,63,1963,,,,,
Козлов Иван Михайлович,Улица Марии Ульяновой,14,273,1983,,,,,
Левин Сергей Ильич,Улица Вавилова,12,65,1979,,,,,
Левин Максим Богданович,Улица Гарибальди,14,279,1979,,,,,
Павлов Лев Александрович,Улица Вавилова,18,7,1962,,,,,
Астахова Виктория Васильевна,Улица Строителей,9,27,1964,,,,,
Мартынов Даниил Демьянович,Улица Академика Пилюгина,6,36,1951,,,,,
Максимова Алиса Ярославовна,Улица Вавилова,19,102,1984,,,,,
Смирнова Полина Максимовна,Улица Кравченко,4,91,1985,,,,,
Кукушкин Павел Львович,Улица Панфёрова,12,84,1967,,,,,
Копылов Григорий Платонович,Улица Гарибальди,30,12,1953,,,,,
Герасимов Андрей Матвеевич,Улица Панфёрова,22,81,1990,,,,,
Добрынин Дмитрий Тихонович,Улица Марии Ульяновой,16,199,1966,,,,,
Ермакова Майя Никитична,Проспект Вернадского,2,25,1990,,,,,
Алешина Кристина Евгеньевна,Нахимовский проспект,2,232,1989,,,,,
Абрамова Кристина Андреевна,Нахимовский проспект,21,239,1959,,,,,
Блохина Елизавета Ильинична,Улица Панфёрова,14,97,1954,,,,,
Суслов Демид Дмитриевич,Улица Панфёрова,25,92,1958,,,,,
Орлов Игорь Александрович,Проспект Вернадского,23,199,1995,,,,,
Балашова Анна Савельевна,Улица Гарибальди,26,9,2002,,,,,
Лазарева Анна Григорьевна,Улица Архитектора Власова,18,114,1989,,,,,
Тихонова Мария Фёдоровна,Проспект Вернадского,22,4,1958,,,,,
Полякова Мария Артёмовна,Улица Строителей,25,70,1964,,,,,
Пономарева Мирослава Григорьевна,Улица Строителей,27,101,1966,,,,,
Васильева Вероника Мироновна,Улица Архитектора Власова,8,296,1984,,,,,
Литвинова Полина Лукинична,Ленинский проспект,7,84,1984,,,,,
Серебрякова Полина Ярославовна,Улица Строителей,2,75,2001,,,,,
Козлов Роман Сергеевич,Нахимовский проспект,20,277,1963,,,,,
Васильев Михаил Константинович,Нахимовский проспект,14,93,1982,,,,,
Козлов Иван Михайлович,Улица Академика Пилюгина,1,246,1995,,,,,
Прохоров Андрей Арсеньевич,Улица Строителей,19,11,1956,,,,,
Захарова Дарина Ярославовна,Улица Вавилова,22,286,1959,,,,,
Соловьева София Константиновна,Улица Марии Ульяновой,10,234,1987,,,,,
Озеров Григорий Иванович,Улица Строителей,18,152,1982,,,,,
Ежова Ксения Георгиевна,Улица Вавилова,3,270,1972,,,,,
Шестаков Андрей Львович,Ленинский проспект,10,145,1969,,,,,
Филимонова Анна Владимировна,Улица Строителей,9,237,2002,,,,,
Терентьева Арина Марковна,Проспект Вернадского,26,133,1954,,,,,
Коровина Екатерина Юрьевна,Улица Марии Ульяновой,10,196,1989,,,,,
Кожевников Иван Евгеньевич,Улица Академика Пилюгина,20,17,1967,,,,,
Дьякова Анастасия Александровна,Улица Гарибальди,13,34,1993,,,,,
Самсонова Милана Матвеевна,Проспект Вернадского,7,270,1952,,,,,
Захаров Роман Денисович,Улица Марии Ульяновой,26,205,1989,,,,,
Козлов Глеб Матвеевич,Ленинский проспект,8,188,1975,,,,,
Голиков Кирилл Маркович,Проспект Вернадского,20,24,1996,,,,,
Дорофеев Никита Александрович,Проспект Вернадского,26,272,1958,,,,,
Плотников Елисей Ильич,Улица Гарибальди,18,135,2004,,,,,
Жданова Ульяна Никитична,Улица Кравченко,18,286,2000,,,,,
Полякова Мария Артёмовна,Улица Строителей,9,15,1984,,,,,
Иванова Татьяна Юрьевна,Улица Архитектора Власова,1,190,1971,,,,,
Герасимов Артур Денисович,Улица Гарибальди,20,300,1963,,,,,
Громова Кира Антоновна,Улица Кравченко,13,65,1984,,,,,
Добрынин Дмитрий Тихонович,Улица Гарибальди,3,269,1985,,,,,
Белова София Львовна,Улица Архитектора Власова,10,61,1994,,,,,
Петрова Алиса Степановна,Нахимовский проспект,18,261,1989,,,,,
Прохоров Андрей Арсеньевич,Ленинский проспект,27,261,1982,,,,,
Астахова София Ильинична,Ленинский проспект,24,251,1997,,,,,
Крючков Вячеслав Андреевич,Улица Вавилова,20,166,1995,,,,,
Кукушкин Павел Львович,Проспект Вернадского,30,249,1953,,,,,
Соколов Михаил Романович,Ленинский проспект,12,47,1984,,,,,
Филимонова Анна Владимировна,Проспект Вернадского,27,175,1964,,,,,
Иванов Максим Тимофеевич,Улица Марии Ульяновой,30,85,1975,,,,,
Белова София Львовна,Улица Гарибальди,19,273,1980,,,,,
Полякова Мария Артёмовна,Улица Крупской,20,248,1986,,,,,
Озеров Григорий Иванович,Улица Академика Пилюгина,14,210,1978,,,,,
Тихонова Василиса Фёдоровна,Улица Вавилова,15,120,1965,,,,,
Усова Алиса Николаевна,Улица Гарибальди,26,174,2005,,,,,
Блохина Елизавета Ильинична,Ленинский проспект,28,251,1974,,,,,
Лебедева Василиса Андреевна,Улица Архитектора Власова,4,280,1980,,,,,
Александрова Василиса Ивановна,Улица Панфёрова,24,230,1968,,,,,
Белов Максим Демидович,Улица Марии Ульяновой,24,104,1992,,,,,
Хохлов Александр Михайлович,Проспект Вернадского,7,198,1964,,,,,
Сидоров Матвей Даниилович,Улица Крупской,1,175,1990,,,,,
Шилова Алиса Ивановна,Ленинский проспект,10,4,1989,,,,,
Козлов Глеб Матвеевич,Улица Гарибальди,26,177,1960,,,,,
Захаров Роман Денисович,Улица Академика Пилюгина,27,288,1966,,,,,
Власова Алина Андреевна,Улица Строителей,5,31,1985,,,,,
Фомин Артём Андреевич,Улица Академика Пилюгина,17,89,1962,,,,,
Алешина Кристина Евгеньевна,Улица Крупской,25,105,1972,,,,,
Ермакова Майя Никитична,Проспект Вернадского,28,297,1995,,,,,
Громова Кира Антоновна,Улица Кравченко,22,249,1952,,,,,
Попов Илья Матвеевич,Улица Вавилова,6,21,1964,,,,,
Тихонова Мария Фёдоровна,Проспект Вернадского,4,166,1951,,,,,
Осипов Александр Тимофеевич,Улица Марии Ульяновой,12,24,1973,,,,,
Елизарова Антонина Игоревна,Улица Крупской,3,26,2002,,,,,
Егорова Надежда Дмитриевна,Улица Гарибальди,27,166,1967,,,,,
Куликова Мария Никитична,Улица Панфёрова,22,103,2000,,,,,
Баранова Виктория Максимовна,Улица Строителей,5,285,1960,,,,,
Павлов Лев Александрович,Улица Академика Пилюгина,4,288,1996,,,,,
Симонов Роман Андреевич,Нахимовский проспект,16,3,1958,,,,,
Левин Максим Богданович,Улица Академика Пилюгина,5,113,1979,,,,,
Захаров Илья Никитич,Ленинский проспект,25,111,1959,,,,,
Воронин Сергей Дмитриевич,Улица Панфёрова,19,209,1991,,,,,
Блохина Елизавета Ильинична,Улица Архитектора Власова,18,121,1952,,,,,
Филиппова Алиса Артёмовна,Проспект Вернадского,10,89,1987,,,,,
Филимонова Анна Владимировна,Нахимовский проспект,6,285,1956,,,,,
Петрова Алиса Степановна,Улица Академика Пилюгина,23,21,1961,,,,,
Суворов Макар Александрович,Улица Гарибальди,28,77,1955,,,,,
Волков Кирилл Маркович,Улица Академика Пилюгина,14,72,1993,,,,,
Гордеева Диана Михайловна,Проспект Вернадского,26,129,1961,,,,,
Озеров Григорий Иванович,Проспект Вернадского,19,4,1997,,,,,
Кукушкин Павел Львович,Улица Гарибальди,10,208,2001,,,,,
Иванов Максим Тимофеевич,Улица Гарибальди,17,242,1959,,,,,
Карпов Григорий Иванович,Улица Архитектора Власова,23,244,1993,,,,,
Наумов Артём Константинович,Улица Кравченко,22,142,1992,,,,,
Новиков Андрей Георгиевич,Улица Гарибальди,3,253,1979,,,,,
Щеглова Мария Артёмовна,Улица Академика Пилюгина,7,263,1963,,,,,
Копылов Григорий Платонович,Улица Панфёрова,29,64,1998,,,,,
Соколов Михаил Романович,Улица Вавилова,17,226,1995,,,,,
Филиппова Надежда Ярославовна,Улица Архитектора Власова,2,186,1996,,,,,
Орлов Вадим Иванович,Улица Марии Ульяновой,20,194,1965,,,,,
Петровская Полина Максимовна,Улица Строителей,23,10,1993,,,,,
Тихомиров Герман Даниилович,Нахимовский проспект,14,189,2000,,,,,
Иванов Дмитрий Ярославович,Улица Архитектора Власова,7,10,1958,,,,,
Новиков Андрей Георгиевич,Улица Крупской,2,107,1993,,,,,
Гордеева Диана Михайловна,Улица Архитектора Власова,18,102,1994,,,,,
Коротков Кирилл Мирославович,Улица Строителей,18,12,1969,,,,,
Серебрякова Дарья Георгиевна,Улица Панфёрова,10,228,1955,,,,,
Козлова Виктория Дмитриевна,Проспект Вернадского,13,198,1970,,,,,
Голиков Лев Никитич,Улица Гарибальди,3,11,1996,,,,,
Александрова Василиса Ивановна,Улица Гарибальди,23,155,1981,,,,,
Филиппова София Максимовна,Улица Марии Ульяновой,3,187,1965,,,,,
Петрова Таисия Артёмовна,Улица Архитектора Власова,18,263,1987,,,,,
Ежова Ксения Георгиевна,Улица Гарибальди,13,101,1979,,,,,
Новиков Андрей Георгиевич,Улица Архитектора Власова,6,140,1970,,,,,
Ларина Александра Ярославовна,Улица Академика Пилюгина,3,43,1981,,,,,
Павлов Кирилл Александрович,Улица Крупской,30,47,2001,,,,,
Денисов Алексей Романович,Улица Гарибальди,6,190,1993,,,,,
Шишкин Константин Павлович,Улица Кравченко,28,268,1987,,,,,
Хохлов Александр Михайлович,Нахимовский проспект,6,272,1968,,,,,
Левина Анна Александровна,Улица Архитектора Власова,20,101,1961,,,,,
Константинов Александр Юрьевич,Улица Кравченко,10,196,1995,,,,,
Куликова Мария Никитична,Улица Крупской,4,160,1977,,,,,
Кожевников Иван Евгеньевич,Улица Кравченко,10,283,1969,,,,,
Максимова Анна Фёдоровна,Улица Крупской,30,49,2004,,,,,
Тихонов Константин Артёмович,Улица Крупской,25,25,2003,,,,,
Константинов Александр Юрьевич,Улица Строителей,8,61,1976,,,,,
Калинин Даниил Артёмович,Улица Марии Ульяновой,20,177,1964,,,,,
Мартынов Даниил Демьянович,Улица Гарибальди,23,218,1971,,,,,
Мартынов Даниил Демьянович,Улица Вавилова,13,143,1972,,,,,
Морозов Роман Артурович,Проспект Вернадского,19,220,2002,,,,,
Ларина Александра Ярославовна,Улица Крупской,27,211,2001,,,,,
Прохоров Андрей Арсеньевич,Улица Вавилова,3,70,1973,,,,,
Рыбаков Фёдор Дмитриевич,Нахимовский проспект,16,141,1998,,,,,
Дмитриев Ярослав Романович,Улица Кравченко,10,16,1999,,,,,
Петров Георгий Николаевич,Улица Панфёрова,23,26,1985,,,,,
Васильев Михаил Константинович,Улица Академика Пилюгина,1,167,1954,,,,,
Голиков Лев Никитич,Улица Марии Ульяновой,2,186,1957,,,,,
Суслов Демид Дмитриевич,Улица Академика Пилюгина,29,287,1974,,,,,
Павлов Лев Александрович,Улица Крупской,25,52,1997,,,,,
Смирнова Полина Максимовна,Улица Гарибальди,3,207,1968,,,,,
Овчинникова Дарья Ильинична,Проспект Вернадского,27,84,1996,,,,,
Чернышев Платон Артёмович,Проспект Вернадского,24,137,1960,,,,,
Грачев Платон Русланович,Улица Строителей,12,294,1950,,,,,
Алешина Кристина Евгеньевна,Улица Панфёрова,30,275,1969,,,,,
Александрова Василиса Ивановна,Улица Архитектора Власова,9,26,1954,,,,,
Иванов Дмитрий Ярославович,Проспект Вернадского,15,292,1959,,,,,
Селиванова Елизавета Марковна,Ленинский проспект,30,36,1965,,,,,
Егорова Надежда Дмитриевна,Улица Строителей,1,119,1978,,,,,
Баранова Алиса Ивановна,Улица Кравченко,23,115,1998,,,,,
Николаева Валерия Владимировна,Нахимовский проспект,28,99,2002,,,,,
Давыдов Кирилл Янович,Улица Вавилова,30,183,1983,,,,,
Лазарева Анна Григорьевна,Улица Вавилова,4,264,2005,,,,,
Шилова Алиса Ивановна,Улица Крупской,3,23,1969,,,,,
Захаров Николай Александрович,Проспект Вернадского,5,29,1960,,,,,
Сидоров Матвей Даниилович,Улица Кравченко,19,223,1950,,,,,
Новиков Андрей Георгиевич,Улица Крупской,15,165,2001,,,,,
Петровская Анастасия Макаровна,Нахимовский проспект,5,248,1957,,,,,
Козлова Виктория Дмитриевна,Улица Архитектора Власова,26,279,1988,,,,,
Соколова Полина Романовна,Улица Крупской,26,7,1964,,,,,
Филимонова Анна Владимировна,Улица Вавилова,10,80,1983,,,,,
Морозов Роман Артурович,Улица Архитектора Власова,18,151,1994,,,,,
Семенова Виктория Ивановна,Улица Марии Ульяновой,29,117,1994,,,,,
Абрамова Кристина Андреевна,Улица Строителей,8,167,1989,,,,,
Петрова Таисия Артёмовна,Улица Марии Ульяновой,16,8,1953,,,,,
Лазарева Анна Григорьевна,Улица Панфёрова,21,40,1988,,,,,
Грачев Платон Русланович,Улица Крупской,2,59,1955,,,,,
Белов Максим Демидович,Улица Академика Пилюгина,13,241,1978,,,,,
Козлов Роман Сергеевич,Улица Марии Ульяновой,9,32,1975,,,,,
Добрынин Дмитрий Тихонович,Проспект Вернадского,21,86,1983,,,,,
Захаров Роман Денисович,Нахимовский проспект,25,286,1978,,,,,
Новикова София Елисеевна,Нахимовский проспект,2,249,1978,,,,,
Семенова Виктория Ивановна,Проспект Вернадского,16,81,2005,,,,,
Дмитриев Ярослав Романович,Проспект Вернадского,3,7,1966,,,,,
Баранова Майя Михайловна,Ленинский проспект,30,63,1981,,,,,
Жданов Кирилл Фёдорович,Проспект Вернадского,22,145,1959,,,,,
Николаева Дарина Григорьевна,Нахимовский проспект,23,65,1959,,,,,
Воронин Сергей Дмитриевич,Ленинский проспект,15,14,1978,,,,,
Герасимов Артур Денисович,Нахимовский проспект,2,43,1955,,,,,
Волков Кирилл Маркович,Улица Архитектора Власова,27,296,1972,,,,,
Левин Максим Богданович,Улица Марии Ульяновой,14,245,2000,,,,,
Баранова Алиса Ивановна,Улица Марии Ульяновой,24,216,1983,,,,,
Сергеев Гордей Ярославович,Улица Строителей,15,59,1957,,,,,
Захаров Николай Александрович,Проспект Вернадского,21,166,1975,,,,,
Сазонова Анастасия Александровна,Улица Строителей,2,228,1995,,,,,
Крючков Вячеслав Андреевич,Улица Вавилова,28,269,1967,,,,,
Левин Максим Богданович,Улица Академика Пилюгина,1,248,1973,,,,,
Литвинова Полина Лукинична,Улица Панфёрова,24,155,1990,,,,,
Петрова Алиса Степановна,Нахимовский проспект,22,257,1962,,,,,
Кожевников Иван Евгеньевич,Проспект Вернадского,22,92,1998,,,,,
Ананьев Алексей Семёнович,Нахимовский проспект,26,252,1992,,,,,
Исаев Илья Георгиевич,Улица Панфёрова,2,89,1950,,,,,
Жданова Ульяна Никитична,Улица Крупской,12,222,1967,,,,,
Романов Сергей Михайлович,Улица Строителей,8,147,1996,,,,,
Леонтьев Семён Иванович,Улица Вавилова,25,285,1959,,,,,
Астахова София Ильинична,Улица Крупской,17,109,2003,,,,,
Миронов Илья Мирославович,Улица Строителей,23,149,1997,,,,,
Блохина Елизавета Ильинична,Нахимовский проспект,26,222,1959,,,,,
Астахова Виктория Васильевна,Улица Академика Пилюгина,10,236,1989,,,,,
Гордеева Диана Михайловна,Ленинский проспект,30,279,1953,,,,,
Блохина Елизавета Ильинична,Улица Архитектора Власова,14,221,1990,,,,,
Егоров Глеб Семёнович,Улица Марии Ульяновой,5,165,1963,,,,,
Власова Алина Андреевна,Улица Гарибальди,8,21,1999,,,,,
Соколова Василиса Александровна,Улица Академика Пилюгина,13,227,1977,,,,,
Герасимов Андрей Матвеевич,Улица Панфёрова,19,174,1996,,,,,
Левин Сергей Ильич,Улица Гарибальди,9,161,1989,,,,,
Кукушкин Павел Львович,Улица Вавилова,2,187,1955,,,,,
Прокофьев Дмитрий Родионович,Улица Вавилова,4,240,1981,,,,,
Симонов Роман Андреевич,Улица Крупской,4,113,1957,,,,,
Лазарева Анна Григорьевна,Улица Академика Пилюгина,27,134,1996,,,,,
Данилова Диана Тимуровна,Улица Строителей,14,185,1983,,,,,
Петрова Таисия Артёмовна,Улица Строителей,13,3,1958,,,,,
Дорофеев Никита Александрович,Улица Вавилова,6,80,1980,,,,,
Дорофеев Никита Александрович,Улица Панфёрова,14,69,1980,,,,,
Новикова Елизавета Дмитриевна,Улица Строителей,21,219,1985,,,,,
Соколова Полина Романовна,Нахимовский проспект,26,189,1964,,,,,
Филимонова Анна Владимировна,Улица Гарибальди,15,101,1961,,,,,
Жданова Ульяна Никитична,Ленинский проспект,29,198,1971,,,,,
Елизарова Антонина Игоревна,Улица Марии Ульяновой,16,5,1960,,,,,
Васильев Кирилл Ильич,Улица Марии Ульяновой,25,234,1980,,,,,
Сазонова Анастасия Александровна,Улица Гарибальди,18,213,1982,,,,,
Герасимов Артур Денисович,Улица Панфёрова,9,19,2003,,,,,
Тихонова Мария Фёдоровна,Улица Академика Пилюгина,24,223,2005,,,,,
Серебрякова Полина Ярославовна,Улица Марии Ульяновой,14,7,1995,,,,,
Орлов Георгий Иванович,Улица Вавилова,29,261,1980,,,,,
Гордеева Диана Михайловна,Улица Строителей,3,37,1992,,,,,
Дмитриев Ярослав Романович,Улица Гарибальди,8,296,1955,,,,,
Богданов Владимир Маркович,Улица Вавилова,3,210,1983,,,,,
Горелов Владимир Дмитриевич,Улица Кравченко,27,148,1968,,,,,
Дмитриев Ярослав Романович,Проспект Вернадского,1,172,1972,,,,,
Захарова Дарина Ярославовна,Улица Кравченко,27,170,1988,,,,,
Фомин Артём Андреевич,Улица Крупской,4,227,1979,,,,,
Шестаков Андрей Львович,Улица Гарибальди,1,45,1972,,,,,
Овчинникова Ольга Ильинична,Улица Академика Пилюгина,3,239,1967,,,,,
Иванов Даниил Олегович,Улица Марии Ульяновой,7,175,1967,,,,,
Фирсова Василиса Марковна,Улица Строителей,11,150,2005,,,,,
Филиппова Надежда Ярославовна,Улица Панфёрова,10,227,1968,,,,,
Васильева Вероника Мироновна,Улица Крупской,8,11,1983,,,,,
Грачев Платон Русланович,Улица Марии Ульяновой,8,50,2005,,,,,
Осипов Вадим Борисович,Улица Строителей,12,171,1973,,,,,
Воронин Сергей Дмитриевич,Ленинский проспект,27,276,1975,,,,,
Суворов Макар Александрович,Улица Гарибальди,4,296,1975,,,,,
Филимонова Анна Владимировна,Улица Кравченко,30,250,1972,,,,,
Иванов Даниил Олегович,Улица Гарибальди,22,287,2000,,,,,
Жданов Кирилл Фёдорович,Улица Панфёрова,25,31,2002,,,,,
Крючков Вячеслав Андреевич,Улица Марии Ульяновой,4,264,1957,,,,,
Богданов Владимир Маркович,Улица Вавилова,29,176,1978,,,,,
Шилова Алиса Ивановна,Улица Гарибальди,24,132,1967,,,,,
Шилова Алиса Ивановна,Улица Кравченко,9,84,1987,,,,,
Тихонова Мария Фёдоровна,Улица Академика Пилюгина,17,71,1965,,,,,
Денисов Илья Дмитриевич,Улица Крупской,28,16,1957,,,,,
Попов Даниил Михайлович,Улица Кравченко,13,96,1990,,,,,
Новикова Кристина Васильевна,Улица Панфёрова,28,213,1977,,,,,
Баранова Алиса Ивановна,Проспект Вернадского,30,161,1999,,,,,
Прохоров Андрей Арсеньевич,Улица Марии Ульяновой,11,262,1978,,,,,
Карпов Александр Тимурович,Улица Академика Пилюгина,23,179,1985,,,,,
Баранова Виктория Максимовна,Улица Крупской,22,163,1974,,,,,
Егоров Глеб Семёнович,Улица Панфёрова,5,248,2004,,,,,
Соколов Михаил Романович,Улица Кравченко,15,45,1962,,,,,
Усова Алиса Николаевна,Ленинский проспект,27,12,1983,,,,,
Павлов Евгений Кириллович,Улица Кравченко,24,84,1974,,,,,
Панфилова Зоя Петровна,Улица Кравченко,1,126,1998,,,,,
Филиппова Надежда Ярославовна,Улица Крупской,7,275,2000,,,,,
Симонов Роман Андреевич,Улица Кравченко,3,229,1998,,,,,
Герасимов Артур Денисович,Улица Кравченко,16,147,1980,,,,,
Островский Макар Глебович,Нахимовский проспект,13,52,1995,,,,,
Васильева Вероника Мироновна,Улица Крупской,8,158,1988,,,,,
Полякова Мария Артёмовна,Улица Академика Пилюгина,9,282,1989,,,,,
Тихонова Василиса Фёдоровна,Улица Кравченко,16,224,2000,,,,,
Беляева Ева Данииловна,Улица Архитектора Власова,10,273,1978,,,,,
Соколова Василиса Александровна,Улица Панфёрова,9,108,1977,,,,,
Миронов Иван Никитич,Улица Панфёрова,7,103,1995,,,,,
Максимова Анна Фёдоровна,Улица Марии Ульяновой,3,166,1983,,,,,
Соколова Полина Романовна,Улица Панфёрова,21,213,1984,,,,,
Добрынин Дмитрий Тихонович,Ленинский проспект,27,117,1976,,,,,
Михайлов Елисей Михайлович,Нахимовский проспект,24,53,1990,,,,,
Александрова Василиса Ивановна,Нахимовский проспект,12,250,1990,,,,,
Алексеев Матвей Яковлевич,Улица Строителей,17,169,1978,,,,,
Литвинова Полина Лукинична,Улица Кравченко,1,28,1962,,,,,
Александрова Василиса Ивановна,Улица Академика Пилюгина,20,168,1963,,,,,
Николаева Валерия Владимировна,Улица Архитектора Власова,7,192,1952,,,,,
Новикова Кира Борисовна,Улица Вавилова,14,8,1951,,,,,
Николаева Дарина Григорьевна,Улица Кравченко,12,169,2003,,,,,
Морозов Роман Артурович,Улица Панфёрова,6,183,1957,,,,,
Симонов Роман Андреевич,Ленинский проспект,5,279,1994,,,,,
Куликова Мария Никитична,Улица Архитектора Власова,13,282,1971,,,,,
Козлов Глеб Матвеевич,Улица Гарибальди,4,289,1957,,,,,
Серебрякова Полина Ярославовна,Улица Академика Пилюгина,23,233,1973,,,,,
Голиков Кирилл Маркович,Улица Крупской,16,199,1999,,,,,
Серебрякова Дарья Георгиевна,Улица Архитектора Власова,27,95,1960,,,,,
Денисов Алексей Романович,Улица Строителей,12,39,1975,,,,,
Ананьев Алексей Семёнович,Улица Панфёрова,30,138,1952,,,,,
Николаева Дарина Григорьевна,Улица Кравченко,15,255,1973,,,,,
Соколов Лев Владиславович,Улица Гарибальди,10,224,1996,,,,,
Соколова Полина Романовна,Ленинский проспект,8,222,1969,,,,,
Балашова Анна Савельевна,Улица Архитектора Власова,29,150,1993,,,,,
Тихомиров Герман Даниилович,Улица Кравченко,15,14,1990,,,,,
