ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Абрамова Кристина Андреевна,Улица Крупской,5,98,1985,,,,,
Исаев Илья Георгиевич,Улица Панфёрова,23,200,1950,,,,,
Федотова Полина Максимовна,Улица Гарибальди,6,154,1984,,,,,
Кудрявцева Анна Тимофеевна,Улица Академика Пилюгина,4,22,1988,,,,,
Баранова Василиса Александровна,Улица Кравченко,23,234,1991,,,,,
Тихонова Мария Фёдоровна,Улица Кравченко,11,21,1983,,,,,
Петрова Таисия Артёмовна,Нахимовский проспект,16,116,1973,,,,,
Александрова Василиса Ивановна,Проспект Вернадского,10,173,1988,,,,,
Михайлов Елисей Михайлович,Улица Академика Пилюгина,5,84,1984,,,,,
Романова Вероника Николаевна,Ленинский проспект,9,240,1995,,,,,
Ларина Александра Ярославовна,Улица Панфёрова,11,237,1970,,,,,
Герасимов Артур Денисович,Улица Марии Ульяновой,10,148,1953,,,,,
Петрова Алиса Степановна,Улица Архитектора Власова,9,84,1950,,,,,
Власова Алина Андреевна,Улица Академика Пилюгина,3,39,1950,,,,,
Сергеев Михаил Станиславович,Улица Панфёрова,10,219,1984,,,,,
Новикова Елизавета Дмитриевна,Улица Крупской,21,267,1963,,,,,
Соловьева Елизавета Ивановна,Улица Академика Пилюгина,29,48,1963,,,,,
Наумов Артём Константинович,Ленинский проспект,10,164,1986,,,,,
Алексеев Матвей Яковлевич,Улица Архитектора Власова,12,236,1983,,,,,
Пономарева Ирина Александровна,Нахимовский проспект,19,60,1987,,,,,
Захаров Роман Денисович,Улица Академика Пилюгина,30,175,1963,,,,,
Максимова Анна Фёдоровна,Улица Кравченко,25,73,2001,,,,,
Левина Анна Александровна,Улица Вавилова,21,31,1986,,,,,
Ананьев Алексей Семёнович,Улица Крупской,28,74,1969,,,,,
Соловьева София Константиновна,Улица Крупской,29,222,1983,,,,,
Плотников Елисей Ильич,Улица Вавилова,29,76,1964,,,,,
Сазонова Анастасия Александровна,Улица Строителей,10,226,1956,,,,,
Николаева Валерия Владимировна,Проспект Вернадского,23,79,2004,,,,,
Николаева Валерия Владимировна,Нахимовский проспект,1,266,1952,,,,,
Левин Максим Богданович,Улица Архитектора Власова,29,293,1976,,,,,
Сазонова Анастасия Александровна,Нахимовский проспект,2,78,1996,,,,,
Левин Сергей Ильич,Улица Марии Ульяновой,25,299,1976,,,,,
Серебрякова Полина Ярославовна,Улица Вавилова,19,8,1988,,,,,
Тихонова Василиса Фёдоровна,Нахимовский проспект,14,170,1956,,,,,
Романова Вероника Николаевна,Улица Панфёрова,13,201,1963,,,,,
Белов Максим Демидович,Улица Крупской,8,260,2005,,,,,
Кукушкин Павел Львович,Улица Гарибальди,12,227,2001,,,,,
Грачев Платон Русланович,Улица Строителей,26,244,1986,,,,,
Кожевников Иван Евгеньевич,Улица Марии Ульяновой,28,57,1985,,,,,
Тихонов Константин Артёмович,Улица Кравченко,17,255,2002,,,,,
Васильева София Николаевна,Нахимовский проспект,13,69,2004,,,,,
Герасимов Андрей Матвеевич,Проспект Вернадского,7,263,1976,,,,,
Пономарева Мирослава Григорьевна,Нахимовский проспект,22,146,2000,,,,,
Добрынин Дмитрий Тихонович,Улица Вавилова,17,212,1955,,,,,
Власова Алина Андреевна,Улица Архитектора Власова,3,52,1953,,,,,
Егорова Надежда Дмитриевна,Ленинский проспект,17,120,1955,,,,,
Колесников Георгий Маркович,Улица Кравченко,11,261,1973,,,,,
Попов Даниил Михайлович,Проспект Вернадского,7,8,2002,,,,,
Петрова Таисия Артёмовна,Улица Кравченко,24,19,1990,,,,,
Прохоров Андрей Арсеньевич,Улица Вавилова,14,142,1963,,,,,
Карпов Александр Тимурович,Улица Академика Пилюгина,9,132,1979,,,,,
Хохлов Александр Михайлович,Улица Марии Ульяновой,25,141,1954,,,,,
Козлов Глеб Матвеевич,Улица Гарибальди,20,107,1968,,,,,
Балашова Анна Савельевна,Улица Гарибальди,4,294,1987,,,,,
Астахова Виктория Васильевна,Улица Строителей,15,220,1974,,,,,
Серебрякова Дарья Георгиевна,Улица Гарибальди,14,156,1980,,,,,
Колесников Георгий Маркович,Улица Строителей,4,100,1976,,,,,
Шилова Алиса Ивановна,Улица Архитектора Власова,8,286,1980,,,,,
Романов Сергей Михайлович,Улица Гарибальди,23,272,1970,,,,,
Шилова Алиса Ивановна,Улица Архитектора Власова,23,30,1986,,,,,
Осипов Вадим Борисович,Улица Архитектора Власова,10,118,1954,,,,,
Соколов Михаил Романович,Улица Вавилова,27,218,1953,,,,,
Кожевников Иван Евгеньевич,Проспект Вернадского,29,174,1950,,,,,
Герасимов Артур Денисович,Улица Панфёрова,20,92,1960,,,,,
Воронин Сергей Дмитриевич,Проспект Вернадского,26,289,1953,,,,,
Тихонова Мария Фёдоровна,Улица Крупской,30,209,1996,,,,,
Козлов Роман Сергеевич,Улица Крупской,23,146,1976,,,,,
Добрынин Дмитрий Тихонович,Улица Академика Пилюгина,13,204,1996,,,,,
Павлов Кирилл Александрович,Нахимовский проспект,21,295,1981,,,,,
Максимова Алиса Ярославовна,Улица Панфёрова,25,268,1952,,,,,
Максимова Полина Кирилловна,Улица Гарибальди,21,188,1967,,,,,
Григорьев Пётр Александрович,Проспект Вернадского,15,128,1954,,,,,
Новикова Кристина Васильевна,Улица Строителей,3,247,1955,,,,,
Давыдов Кирилл Янович,Ленинский проспект,2,147,1982,,,,,
Романов Сергей Михайлович,Улица Кравченко,22,107,1975,,,,,
Иванов Дмитрий Ярославович,Улица Гарибальди,30,21,1952,,,,,
Федотова Полина Максимовна,Улица Кравченко,26,243,1978,,,,,
Платонова Алиса Степановна,Улица Гарибальди,19,293,2001,,,,,
Овчинникова Ольга Ильинична,Улица Панфёрова,2,271,1999,,,,,
Максимова Анна Фёдоровна,Улица Строителей,16,87,1976,,,,,
Кукушкин Павел Львович,Ленинский проспект,26,27,1986,,,,,
Филимонова Анна Владимировна,Улица Марии Ульяновой,9,180,1963,,,,,
Тихонова Василиса Фёдоровна,Нахимовский проспект,2,11,1996,,,,,
Латышев Роман Михайлович,Нахимовский проспект,10,207,1992,,,,,
Пахомов Владислав Макарович,Улица Кравченко,27,102,1960,,,,,
Новикова Кира Борисовна,Улица Кравченко,20,109,1983,,,,,
Тарасова Арина Глебовна,Улица Кравченко,2,93,1999,,,,,
Голиков Лев Никитич,Ленинский проспект,4,178,1951,,,,,
Алексеев Степан Семёнович,Улица Крупской,11,1,1991,,,,,
Осипов Александр Тимофеевич,Улица Академика Пилюгина,8,268,1988,,,,,
Голиков Лев Никитич,Улица Вавилова,24,33,1981,,,,,
Селиванова Елизавета Марковна,Улица Строителей,2,18,1950,,,,,
Михайлов Елисей Михайлович,Улица Марии Ульяновой,23,23,1975,,,,,
Полякова Мария Артёмовна,Улица Архитектора Власова,2,30,1958,,,,,
Григорьев Пётр Александрович,Улица Вавилова,13,272,1991,,,,,
Кукушкин Павел Львович,Улица Гарибальди,3,210,1954,,,,,
Горелов Владимир Дмитриевич,Улица Кравченко,3,54,1991,,,,,
Захаров Роман Денисович,Улица Панфёрова,5,228,1990,,,,,
Скворцов Максим Мирославович,Улица Вавилова,25,172,2005,,,,,
Егорова Надежда Дмитриевна,Нахимовский проспект,1,4,1963,,,,,
Яковлев Леонид Константинович,Улица Академика Пилюгина,13,167,2005,,,,,
Козлов Глеб Матвеевич,Проспект Вернадского,30,227,1986,,,,,
Соловьева София Константиновна,Улица Архитектора Власова,30,97,1987,,,,,
Блохина Елизавета Ильинична,Улица Гарибальди,25,135,1968,,,,,
Захаров Илья Никитич,Улица Архитектора Власова,1,278,1994,,,,,
Семенова Виктория Ивановна,Улица Гарибальди,29,294,2003,,,,,
Серебрякова Полина Ярославовна,Проспект Вернадского,8,247,1972,,,,,
Карпов Григорий Иванович,Улица Академика Пилюгина,24,191,1950,,,,,
Денисов Алексей Романович,Проспект Вернадского,2,186,1958,,,,,
Соколов Михаил Романович,Улица Марии Ульяновой,29,183,1950,,,,,
Жданова Ульяна Никитична,Ленинский проспект,23,109,1961,,,,,
Тарасова Арина Глебовна,Нахимовский проспект,13,186,1993,,,,,
Козлов Иван Михайлович,Улица Крупской,12,54,1952,,,,,
Васильева София Марковна,Улица Панфёрова,16,237,1967,,,,,
Дорофеева Анна Фёдоровна,Улица Академика Пилюгина,1,137,1995,,,,,
Давыдов Кирилл Янович,Улица Строителей,10,126,1952,,,,,
Астахова Виктория Васильевна,Улица Строителей,26,228,1954,,,,,
Баранова Алиса Ивановна,Улица Кравченко,17,149,2002,,,,,
Фирсова Василиса Марковна,Улица Вавилова,14,47,1988,,,,,
Смирнова Полина Максимовна,Улица Панфёрова,21,184,1996,,,,,
Скворцов Максим Мирославович,Улица Кравченко,10,296,1955,,,,,
Матвеева Ева Андреевна,Нахимовский проспект,16,224,1959,,,,,
Снегирева Дарья Глебовна,Улица Строителей,6,130,1994,,,,,
Александрова Василиса Ивановна,Ленинский проспект,21,44,1957,,,,,
Ананьев Алексей Семёнович,Улица Строителей,5,162,1998,,,,,
Пономарева Ирина Александровна,Нахимовский проспект,21,42,1951,,,,,
Васильева Вероника Мироновна,Улица Архитектора Власова,23,138,1978,,,,,
Захарова Дарина Ярославовна,Улица Крупской,20,19,1970,,,,,
Кожевников Иван Евгеньевич,Проспект Вернадского,21,216,1996,,,,,
Хохлов Александр Михайлович,Улица Крупской,21,59,1977,,,,,
Герасимов Андрей Матвеевич,Нахимовский проспект,29,66,1978,,,,,
Соколов Михаил Романович,Ленинский проспект,6,138,1950,,,,,
Соколов Лев Владиславович,Улица Академика Пилюгина,23,126,2002,,,,,
Белова София Львовна,Улица Панфёрова,4,233,1999,,,,,
Кудрявцева Анна Тимофеевна,Улица Гарибальди,29,282,1969,,,,,
Грачев Платон Русланович,Улица Крупской,24,115,1991,,,,,
Глухова Полина Андреевна,Улица Панфёрова,9,116,1952,,,,,
Алексеев Матвей Яковлевич,Улица Марии Ульяновой,8,126,1990,,,,,
Кожевников Иван Евгеньевич,Улица Академика Пилюгина,10,298,1950,,,,,
Жданов Илья Михайлович,Ленинский проспект,22,68,1974,,,,,
Панфилова Зоя Петровна,Улица Марии Ульяновой,22,148,1954,,,,,
Миронов Иван Никитич,Улица Кравченко,3,118,1995,,,,,
Туманов Сергей Михайлович,Улица Панфёрова,9,170,1996,,,,,
Ларина Александра Ярославовна,Ленинский проспект,14,159,1966,,,,,
Алексеев Степан Семёнович,Проспект Вернадского,6,217,2005,,,,,
Филиппова Алиса Артёмовна,Улица Академика Пилюгина,13,229,1964,,,,,
Васильева Вероника Мироновна,Нахимовский проспект,17,17,1985,,,,,
Данилова Диана Тимуровна,Улица Строителей,8,18,2001,,,,,
Блохина Елизавета Ильинична,Улица Вавилова,23,276,1988,,,,,
Анохина Полина Кирилловна,Улица Строителей,25,270,1958,,,,,
Калинин Даниил Артёмович,Проспект Вернадского,23,128,1966,,,,,
Белова София Львовна,Улица Панфёрова,12,136,1988,,,,,
Дмитриев Ярослав Романович,Улица Гарибальди,13,298,1950,,,,,
Климова Екатерина Михайловна,Ленинский проспект,5,96,1999,,,,,
Захарова Дарина Ярославовна,Нахимовский проспект,7,285,1961,,,,,
Федотова Полина Максимовна,Нахимовский проспект,29,196,1993,,,,,
Пахомов Владислав Макарович,Проспект Вернадского,26,32,1956,,,,,
Тихонов Константин Артёмович,Улица Вавилова,29,6,1986,,,,,
Щеглова Мария Артёмовна,Улица Гарибальди,18,176,1989,,,,,
Баранова Майя Михайловна,Улица Гарибальди,17,4,1962,,,,,
Серебрякова Полина Ярославовна,Ленинский проспект,9,184,2004,,,,,
Белов Максим Демидович,Улица Гарибальди,18,296,1954,,,,,
Захарова Дарина Ярославовна,Проспект Вернадского,17,6,1953,,,,,
Левин Сергей Ильич,Улица Гарибальди,6,230,1978,,,,,
Копылов Григорий Платонович,Улица Архитектора Власова,10,270,1966,,,,,
Миронов Иван Никитич,Проспект Вернадского,19,239,1964,,,,,
Федотова Полина Максимовна,Улица Вавилова,10,246,1987,,,,,
Тарасова Арина Глебовна,Улица Гарибальди,6,107,1999,,,,,
Максимова Полина Кирилловна,Улица Архитектора Власова,29,19,1998,,,,,
Орлова Алёна Романовна,Улица Строителей,10,290,1980,,,,,
Петровская Анастасия Макаровна,Улица Крупской,3,109,1968,,,,,
Островский Макар Глебович,Нахимовский проспект,18,15,1999,,,,,
Озеров Григорий Иванович,Проспект Вернадского,26,109,2002,,,,,
Андреева Ева Андреевна,Улица Строителей,27,268,1965,,,,,
Попов Даниил Михайлович,Ленинский проспект,8,105,1964,,,,,
Филимонова Анна Владимировна,Нахимовский проспект,5,300,1998,,,,,
Козлов Иван Михайлович,Улица Марии Ульяновой,21,207,1951,,,,,
Алексеев Степан Семёнович,Улица Академика Пилюгина,18,5,1962,,,,,
Куликова Мария Никитична,Улица Архитектора Власова,24,120,1999,,,,,
Васильева София Марковна,Улица Архитектора Власова,21,8,1995,,,,,
Степанов Дмитрий Александрович,Улица Архитектора Власова,6,256,1951,,,,,
Сидоров Матвей Даниилович,Нахимовский проспект,30,57,1991,,,,,
Воронина Полина Глебовна,Улица Крупской,28,266,1962,,,,,
Коротков Кирилл Мирославович,Улица Вавилова,6,41,1992,,,,,
Симонов Роман Андреевич,Улица Марии Ульяновой,28,109,1997,,,,,
Козлов Роман Сергеевич,Проспект Вернадского,21,4,1969,,,,,
Колесников Георгий Маркович,Улица Гарибальди,18,169,1952,,,,,
Серебрякова Полина Ярославовна,Улица Панфёрова,5,276,1962,,,,,
Давыдов Кирилл Янович,Улица Архитектора Власова,10,159,1976,,,,,
Селиванова Елизавета Марковна,Улица Строителей,29,88,1976,,,,,
Соколов Михаил Романович,Улица Крупской,14,183,1973,,,,,
Анохина Полина Кирилловна,Проспект Вернадского,1,277,1986,,,,,
Семенова Виктория Ивановна,Улица Крупской,13,33,1999,,,,,
Петровская Полина Максимовна,Проспект Вернадского,7,201,2001,,,,,
Добрынин Дмитрий Тихонович,Улица Панфёрова,24,233,1986,,,,,
Григорьев Пётр Александрович,Проспект Вернадского,8,38,1978,,,,,
Орлов Вадим Иванович,Улица Панфёрова,16,141,1999,,,,,
Куликова Мария Никитична,Ленинский проспект,10,282,1963,,,,,
Родионова Дарья Александровна,Ленинский проспект,16,275,2001,,,,,
Дмитриев Ярослав Романович,Ленинский проспект,20,218,1994,,,,,
Жданов Илья Михайлович,Улица Архитектора Власова,5,44,1978,,,,,
Попов Илья Матвеевич,Улица Гарибальди,10,133,1950,,,,,
Климова Екатерина Михайловна,Улица Гарибальди,8,227,1968,,,,,
Кожевников Иван Евгеньевич,Улица Крупской,30,169,2003,,,,,
Михайлов Елисей Михайлович,Проспект Вернадского,15,14,1960,,,,,
Горелов Владимир Дмитриевич,Улица Вавилова,21,154,1997,,,,,
Жданов Кирилл Фёдорович,Улица Крупской,23,17,2001,,,,,
Щеглова Мария Артёмовна,Улица Академика Пилюгина,2,184,1990,,,,,
Астахова Виктория Васильевна,Улица Кравченко,27,298,2003,,,,,
Прокофьев Дмитрий Родионович,Улица Строителей,22,287,1953,,,,,
Николаева Валерия Владимировна,Улица Крупской,8,89,1961,,,,,
Блохина Елизавета Ильинична,Улица Строителей,27,53,1986,,,,,
Федотова Полина Максимовна,Улица Крупской,15,70,1966,,,,,
Орлов Игорь Александрович,Улица Вавилова,2,8,1958,,,,,
Козлов Роман Сергеевич,Проспект Вернадского,27,290,1974,,,,,
Крючков Вячеслав Андреевич,Улица Марии Ульяновой,29,169,1994,,,,,
Рыбаков Фёдор Дмитриевич,Улица Крупской,26,158,1954,,,,,
Щеглова Мария Артёмовна,Ленинский проспект,29,163,1966,,,,,
Ананьев Алексей Семёнович,Улица Архитектора Власова,1,21,2001,,,,,
Родионова Дарья Александровна,Ленинский проспект,10,91,1979,,,,,
Баранова Алиса Ивановна,Проспект Вернадского,9,288,1955,,,,,
Панфилова Зоя Петровна,Нахимовский проспект,22,112,1973,,,,,
Новикова Кира Борисовна,Улица Крупской,12,283,1975,,,,,
Максимова Алиса Ярославовна,Ленинский проспект,19,56,1988,,,,,
Родионова Дарья Александровна,Ленинский проспект,4,55,1957,,,,,
Новиков Андрей Георгиевич,Улица Гарибальди,1,192,1979,,,,,
Жданов Илья Михайлович,Улица Архитектора Власова,22,185,1953,,,,,
Матвеева Ева Андреевна,Нахимовский проспект,10,218,1973,,,,,
Давыдов Кирилл Янович,Проспект Вернадского,29,233,1985,,,,,
Пахомов Владислав Макарович,Улица Вавилова,22,210,1966,,,,,
Голиков Лев Никитич,Улица Архитектора Власова,27,286,1950,,,,,
Соловьева София Константиновна,Улица Академика Пилюгина,2,275,1965,,,,,
Максимова Алиса Ярославовна,Улица Академика Пилюгина,8,214,1994,,,,,
Новикова София Елисеевна,Улица Гарибальди,11,58,1956,,,,,
Карпов Григорий Иванович,Улица Академика Пилюгина,15,159,1972,,,,,
Скворцов Максим Мирославович,Ленинский проспект,16,175,1986,,,,,
Сазонова Анастасия Александровна,Улица Крупской,15,100,2001,,,,,
Суворов Макар Александрович,Улица Строителей,7,40,1977,,,,,
Анохина Полина Кирилловна,Улица Марии Ульяновой,30,224,1971,,,,,
Иванов Дмитрий Ярославович,Улица Гарибальди,14,285,1993,,,,,
Соколова Василиса Александровна,Улица Крупской,27,32,1991,,,,,
Ермакова Майя Никитична,Улица Строителей,1,101,1955,,,,,
Попов Леонид Макарович,Проспект Вернадского,7,13,1967,,,,,
Соловьева Елизавета Ивановна,Улица Гарибальди,4,141,1963,,,,,
Моисеева София Максимовна,Проспект Вернадского,8,150,1959,,,,,
Блохина Елизавета Ильинична,Улица Вавилова,24,90,2005,,,,,
Кожевников Иван Евгеньевич,Ленинский проспект,1,12,1964,,,,,
Тарасова Арина Глебовна,Нахимовский проспект,7,135,1975,,,,,
Иванова Татьяна Юрьевна,Улица Кравченко,20,196,1992,,,,,
Соколов Михаил Романович,Улица Марии Ульяновой,15,273,1966,,,,,
Громова Кира Антоновна,Улица Гарибальди,28,147,1969,,,,,
Усова Алиса Николаевна,Улица Гарибальди,15,124,1993,,,,,
Григорьев Пётр Александрович,Проспект Вернадского,20,49,2002,,,,,
Горелов Владимир Дмитриевич,Улица Гарибальди,14,96,1959,,,,,
Снегирева Дарья Глебовна,Проспект Вернадского,26,127,1990,,,,,
Чернышев Платон Артёмович,Улица Панфёрова,3,220,1993,,,,,
Иванова Татьяна Юрьевна,Улица Кравченко,28,83,1968,,,,,
Ежова Ксения Георгиевна,Улица Архитектора Власова,7,198,1963,,,,,
Сергеев Михаил Станиславович,Улица Марии Ульяновой,11,113,1950,,,,,
Попов Илья Матвеевич,Нахимовский проспект,15,162,1995,,,,,
Воронина Полина Глебовна,Ленинский проспект,6,276,1997,,,,,
Скворцов Максим Мирославович,Улица Гарибальди,6,67,1965,,,,,
Павлов Евгений Кириллович,Улица Марии Ульяновой,7,252,1970,,,,,
Иванов Дмитрий Ярославович,Улица Панфёрова,10,147,1965,,,,,
Тихонова Мария Фёдоровна,Нахимовский проспект,19,157,1991,,,,,
Снегирева Дарья Глебовна,Улица Вавилова,28,55,1967,,,,,
Васильев Михаил Константинович,Улица Академика Пилюгина,9,2,2001,,,,,
Астахова София Ильинична,Улица Кравченко,24,192,1998,,,,,
Ларина Александра Ярославовна,Улица Гарибальди,1,95,1991,,,,,
Петровская Анастасия Макаровна,Улица Кравченко,10,292,1962,,,,,
Лазарева Анна Григорьевна,Проспект Вернадского,17,208,1992,,,,,
Антонов Артём Платонович,Улица Гарибальди,4,70,1962,,,,,
Жданова Ульяна Никитична,Улица Гарибальди,7,278,1986,,,,,
Островский Макар Глебович,Проспект Вернадского,15,266,1952,,,,,
Соколова Василиса Александровна,Улица Академика Пилюгина,28,279,1961,,,,,
Беляева Ева Данииловна,Нахимовский проспект,26,274,1991,,,,,
Захаров Николай Александрович,Улица Вавилова,7,87,1967,,,,,
Антонов Артём Платонович,Улица Крупской,3,168,1977,,,,,
Добрынин Дмитрий Тихонович,Улица Гарибальди,23,289,1963,,,,,
Григорьев Пётр Александрович,Улица Кравченко,3,163,2003,,,,,
Петрова Алиса Степановна,Улица Академика Пилюгина,21,183,1972,,,,,
Герасимов Артур Денисович,Улица Гарибальди,27,184,1997,,,,,
Куликова Мария Никитична,Улица Панфёрова,5,190,1980,,,,,
Тихонов Константин Артёмович,Ленинский проспект,2,181,1994,,,,,
Денисов Илья Дмитриевич,Улица Архитектора Власова,7,288,1992,,,,,
Блохина Елизавета Ильинична,Улица Строителей,4,241,1987,,,,,
Филимонова Анна Владимировна,Улица Академика Пилюгина,3,279,1992,,,,,
Ларина Александра Ярославовна,Улица Крупской,1,241,1977,,,,,
Прокофьев Дмитрий Родионович,Улица Архитектора Власова,6,84,1970,,,,,
Кукушкин Павел Львович,Улица Архитектора Власова,4,199,1971,,,,,
Андреева Ева Андреевна,Нахимовский проспект,9,74,1971,,,,,
Иванов Дмитрий Ярославович,Ленинский проспект,8,117,2003,,,,,
Жданов Илья Михайлович,Улица Марии Ульяновой,23,292,2001,,,,,
Воронин Сергей Дмитриевич,Улица Строителей,22,266,2005,,,,,
Островский Макар Глебович,Улица Вавилова,16,101,1951,,,,,
Миронов Илья Мирославович,Улица Вавилова,12,148,1989,,,,,
Соколов Лев Владиславович,Нахимовский проспект,4,24,1980,,,,,
Соловьева София Константиновна,Улица Академика Пилюгина,14,97,1974,,,,,
Баранова Виктория Максимовна,Улица Кравченко,4,56,1959,,,,,
Иванов Даниил Олегович,Улица Строителей,4,179,1953,,,,,
Попов Илья Матвеевич,Улица Кравченко,3,296,1998,,,,,
Соколова Полина Романовна,Улица Панфёрова,9,220,1986,,,,,
Голиков Лев Никитич,Проспект Вернадского,19,28,1974,,,,,
Блохина Елизавета Ильинична,Нахимовский проспект,14,66,1962,,,,,
Филиппова София Максимовна,Улица Вавилова,2,273,1998,,,,,
Иванов Дмитрий Ярославович,Улица Кравченко,22,72,1957,,,,,
Матвеева Ева Андреевна,Улица Марии Ульяновой,8,3,1983,,,,,
Андреева Ева Андреевна,Проспект Вернадского,13,212,1984,,,,,
Самсонова Милана Матвеевна,Улица Панфёрова,18,17,1951,,,,,
Козлов Глеб Матвеевич,Улица Строителей,26,215,1962,,,,,
Орлов Георгий Иванович,Проспект Вернадского,13,263,1978,,,,,
Шилова Алиса Ивановна,Улица Строителей,5,21,1999,,,,,
Туманов Сергей Михайлович,Улица Архитектора Власова,5,36,1998,,,,,
Гордеева Диана Михайловна,Улица Вавилова,19,42,1983,,,,,
Жданов Илья Михайлович,Улица Крупской,15,277,1974,,,,,
Колесников Георгий Маркович,Улица Вавилова,14,213,1950,,,,,
Петров Георгий Николаевич,Ленинский проспект,5,289,1973,,,,,
Карташов Марк Владимирович,Улица Панфёрова,6,115,2004,,,,,
Козлов Роман Сергеевич,Улица Марии Ульяновой,14,69,1979,,,,,
Карташов Марк Владимирович,Улица Марии Ульяновой,10,284,1972,,,,,
Кожевников Иван Евгеньевич,Улица Кравченко,9,237,1951,,,,,
Литвинова Полина Лукинична,Нахимовский проспект,29,230,1977,,,,,
Дмитриев Ярослав Романович,Улица Панфёрова,13,194,2003,,,,,
Пономарева Мирослава Григорьевна,Улица Марии Ульяновой,15,67,2003,,,,,
Денисов Алексей Романович,Улица Академика Пилюгина,15,225,1957,,,,,
Овчинникова Ольга Ильинична,Улица Крупской,17,35,1950,,,,,
Карпов Александр Тимурович,Улица Марии Ульяновой,1,290,1950,,,,,
Миронов Илья Мирославович,Нахимовский проспект,14,2,1970,,,,,
Левин Максим Богданович,Улица Архитектора Власова,10,284,1984,,,,,
Латышев Роман Михайлович,Проспект Вернадского,8,27,1964,,,,,
Захарова Дарина Ярославовна,Улица Крупской,15,205,1979,,,,,
Ананьев Алексей Семёнович,Ленинский проспект,9,150,1972,,,,,
Давыдов Кирилл Янович,Улица Строителей,10,19,1986,,,,,
Козлов Иван Михайлович,Улица Марии Ульяновой,1,286,2003,,,,,
Куликов Ярослав Фёдорович,Ленинский проспект,19,16,1950,,,,,
Егорова Надежда Дмитриевна,Нахимовский проспект,19,100,1951,,,,,
Дорофеев Никита Александрович,Улица Панфёрова,26,125,1950,,,,,
Соловьева Елизавета Ивановна,Ленинский проспект,23,25,1982,,,,,
Ермакова Майя Никитична,Улица Крупской,15,33,1992,,,,,
Жданова Ульяна Никитична,Улица Академика Пилюгина,24,209,1982,,,,,
Осипов Александр Тимофеевич,Улица Вавилова,3,298,1969,,,,,
Матвеева Ева Андреевна,Улица Панфёрова,28,293,1953,,,,,
Соловьева София Константиновна,Улица Вавилова,13,71,1959,,,,,
Шилова Алиса Ивановна,Улица Архитектора Власова,3,132,1968,,,,,
Козлов Роман Сергеевич,Улица Строителей,10,63,1991,,,,,
Хохлов Александр Михайлович,Нахимовский проспект,4,198,1992,,,,,
Баранова Василиса Александровна,Улица Архитектора Власова,21,138,2002,,,,,
Глухова Полина Андреевна,Улица Крупской,2,7,1983,,,,,
Панфилова Зоя Петровна,Улица Панфёрова,3,157,1972,,,,,
Ларина Александра Ярославовна,Улица Панфёрова,22,299,1957,,,,,
Константинов Александр Юрьевич,Нахимовский проспект,2,23,1978,,,,,
Иванов Даниил Олегович,Улица Архитектора Власова,14,94,1964,,,,,
Панфилова Зоя Петровна,Улица Академика Пилюгина,21,179,1996,,,,,
Козлов Глеб Матвеевич,Улица Строителей,6,172,2000,,,,,
Астахова София Ильинична,Улица Марии Ульяновой,23,109,1957,,,,,
Жданова Ульяна Никитична,Нахимовский проспект,3,205,1992,,,,,
Лебедева Василиса Андреевна,Нахимовский проспект,25,255,1994,,,,,
Зубков Алексей Арсеньевич,Улица Строителей,18,133,1995,,,,,
Чернышев Платон Артёмович,Нахимовский проспект,14,56,1950,,,,,
Моисеева София Максимовна,Улица Архитектора Власова,15,3,1962,,,,,
Денисов Илья Дмитриевич,Проспект Вернадского,24,84,1953,,,,,
Попов Леонид Макарович,Улица Гарибальди,19,104,2003,,,,,
Левина Анна Александровна,Нахимовский проспект,22,277,1998,,,,,
Наумов Артём Константинович,Улица Крупской,16,209,2001,,,,,
Осипов Вадим Борисович,Улица Марии Ульяновой,3,25,1961,,,,,
Новиков Андрей Георгиевич,Улица Марии Ульяновой,1,195,2005,,,,,
Тихонова Мария Фёдоровна,Проспект Вернадского,30,245,1973,,,,,
Белова Анастасия Ивановна,Улица Панфёрова,9,19,1963,,,,,
Колесников Георгий Маркович,Улица Крупской,6,104,1962,,,,,
Степанов Дмитрий Александрович,Улица Гарибальди,11,166,1964,,,,,
Анохина Полина Кирилловна,Улица Марии Ульяновой,17,21,1967,,,,,
Алексеев Матвей Яковлевич,Улица Вавилова,23,4,1950,,,,,
Соколов Лев Владиславович,Нахимовский проспект,28,47,1961,,,,,
Петров Георгий Николаевич,Улица Строителей,7,6,1973,,,,,
Волков Кирилл Маркович,Улица Марии Ульяновой,23,31,1958,,,,,
Гришина Кира Артемьевна,Улица Панфёрова,4,62,1962,,,,,
Денисов Илья Дмитриевич,Улица Вавилова,26,265,1994,,,,,
Коротков Кирилл Мирославович,Улица Строителей,27,2,2004,,,,,
Баранова Майя Михайловна,Ленинский проспект,15,108,1980,,,,,
Васильев Михаил Константинович,Улица Панфёрова,8,159,1995,,,,,
Орлов Игорь Александрович,Улица Академика Пилюгина,5,285,1988,,,,,
Тарасова Арина Глебовна,Улица Марии Ульяновой,18,213,1986,,,,,
Семенова Виктория Ивановна,Улица Строителей,28,172,1951,,,,,
Константинов Александр Юрьевич,Ленинский проспект,6,44,1972,,,,,
Данилова Диана Тимуровна,Улица Крупской,19,128,1955,,,,,
Пономарева Ирина Александровна,Улица Архитектора Власова,16,206,1979,,,,,
Воронин Сергей Дмитриевич,Улица Вавилова,28,279,1958,,,,,
Максимова Полина Максимовна,Нахимовский проспект,14,266,1993,,,,,
