ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Баранова Василиса Александровна,Улица Архитектора Власова,18,181,1966,,,,,
Копылов Григорий Платонович,Улица Строителей,11,98,1958,,,,,
Платонова Алиса Степановна,Улица Строителей,6,95,2001,,,,,
Алексеев Матвей Яковлевич,Улица Кравченко,9,147,1960,,,,,
Тихонова Мария Фёдоровна,Улица Марии Ульяновой,28,26,1958,,,,,
Денисов Илья Дмитриевич,Улица Академика Пилюгина,23,209,1992,,,,,
Андреева Ева Андреевна,Улица Панфёрова,20,137,1997,,,,,
Новиков Андрей Георгиевич,Улица Вавилова,15,122,1976,,,,,
Семенова Виктория Ивановна,Улица Академика Пилюгина,25,231,1961,,,,,
Максимова Анна Фёдоровна,Улица Марии Ульяновой,6,44,1980,,,,,
Коротков Кирилл Мирославович,Улица Панфёрова,21,66,1951,,,,,
Карпова Арина Григорьевна,Проспект Вернадского,16,245,1996,,,,,
Максимова Полина Кирилловна,Улица Архитектора Власова,12,13,1963,,,,,
Чернышев Платон Артёмович,Улица Вавилова,9,167,2003,,,,,
Смирнова Полина Максимовна,Улица Архитектора Власова,17,99,1950,,,,,
Пономарева Ирина Александровна,Улица Крупской,3,183,1994,,,,,
Орлова Алёна Романовна,Улица Академика Пилюгина,11,6,1975,,,,,
Серебрякова Дарья Георгиевна,Нахимовский проспект,12,241,1990,,,,,
Лебедева Василиса Андреевна,Улица Кравченко,12,255,1950,,,,,
Николаева Дарина Григорьевна,Улица Марии Ульяновой,12,203,1960,,,,,
Максимова Полина Максимовна,Улица Марии Ульяновой,2,221,1972,,,,,
Васильева София Николаевна,Улица Академика Пилюгина,1,225,1950,,,,,
Соловьева София Константиновна,Улица Крупской,19,161,1992,,,,,
Васильева Вероника Мироновна,Улица Архитектора Власова,5,60,1973,,,,,
Степанов Дмитрий Александрович,Нахимовский проспект,1,223,1955,,,,,
Сазонова Анастасия Александровна,Улица Кравченко,4,63,1953,,,,,
Захаров Илья Никитич,Улица Кравченко,28,134,1962,,,,,
Попов Илья Матвеевич,Проспект Вернадского,5,133,1997,,,,,
Куликов Ярослав Фёдорович,Улица Строителей,21,299,2002,,,,,
Никитина Мария Руслановна,Улица Архитектора Власова,2,243,1952,,,,,
Усова Алиса Николаевна,Улица Гарибальди,14,239,1973,,,,,
Дорофеев Никита Александрович,Улица Панфёрова,28,174,1995,,,,,
Козлов Роман Сергеевич,Улица Марии Ульяновой,17,21,1958,,,,,
Серебрякова Дарья Георгиевна,Улица Академика Пилюгина,9,170,1974,,,,,
Левина Анна Александровна,Улица Крупской,4,261,1953,,,,,
Ермакова Майя Никитична,Улица Вавилова,14,69,1962,,,,,
Мартынов Даниил Демьянович,Проспект Вернадского,7,26,1952,,,,,
Добрынин Дмитрий Тихонович,Улица Кравченко,9,133,2000,,,,,
Кукушкин Павел Львович,Улица Марии Ульяновой,11,91,1975,,,,,
Туманов Сергей Михайлович,Улица Строителей,14,190,1991,,,,,
Абрамова Кристина Андреевна,Нахимовский проспект,15,300,1983,,,,,
Латышев Роман Михайлович,Улица Кравченко,15,189,1960,,,,,
Дорофеев Никита Александрович,Нахимовский проспект,3,245,1989,,,,,
Смирнова Полина Максимовна,Нахимовский проспект,3,22,1991,,,,,
Баранова Майя Михайловна,Улица Академика Пилюгина,4,73,1952,,,,,
Григорьев Пётр Александрович,Улица Крупской,19,78,1998,,,,,
Васильев Кирилл Ильич,Улица Крупской,23,71,1981,,,,,
Климова Екатерина Михайловна,Улица Архитектора Власова,23,291,1993,,,,,
Елизарова Антонина Игоревна,Улица Панфёрова,4,17,1961,,,,,
Орлова Алёна Романовна,Улица Кравченко,23,101,1993,,,,,
Зубков Алексей Арсеньевич,Проспект Вернадского,1,93,1978,,,,,
Фирсова Василиса Марковна,Улица Архитектора Власова,19,93,1985,,,,,
Шишкин Константин Павлович,Улица Панфёрова,16,116,1972,,,,,
Моисеева София Максимовна,Улица Архитектора Власова,16,70,1969,,,,,
Пономарева Мирослава Григорьевна,Улица Марии Ульяновой,6,220,1981,,,,,
Астахова Виктория Васильевна,Улица Строителей,9,150,1957,,,,,
Баранова Алиса Ивановна,Нахимовский проспект,3,102,1954,,,,,
Хохлов Александр Михайлович,Проспект Вернадского,4,182,2001,,,,,
Баранова Виктория Максимовна,Нахимовский проспект,3,143,2004,,,,,
Леонтьев Семён Иванович,Улица Вавилова,28,143,1972,,,,,
Тихонов Константин Артёмович,Улица Панфёрова,13,31,1998,,,,,
Иванов Даниил Олегович,Улица Панфёрова,13,269,1977,,,,,
Иванов Даниил Олегович,Улица Панфёрова,23,156,1988,,,,,
Овчинникова Дарья Ильинична,Улица Марии Ульяновой,27,262,1961,,,,,
Орлов Вадим Иванович,Проспект Вернадского,6,69,2000,,,,,
Орлов Георгий Иванович,Улица Академика Пилюгина,11,141,1992,,,,,
Андреева Ева Андреевна,Улица Строителей,17,252,1966,,,,,
Богданов Владимир Маркович,Улица Кравченко,4,144,1972,,,,,
Пономарева Ирина Александровна,Нахимовский проспект,21,52,1975,,,,,
Тихонова Василиса Фёдоровна,Улица Архитектора Власова,30,139,1956,,,,,
Фирсова Василиса Марковна,Проспект Вернадского,15,153,1993,,,,,
Павлов Евгений Кириллович,Улица Вавилова,13,174,1950,,,,,
Воронина Полина Глебовна,Улица Вавилова,16,45,2004,,,,,
Егорова Надежда Дмитриевна,Улица Панфёрова,30,240,1961,,,,,
Жданов Кирилл Фёдорович,Нахимовский проспект,1,197,1999,,,,,
Никонова София Константиновна,Улица Академика Пилюгина,21,270,1994,,,,,
Новикова Кристина Васильевна,Улица Панфёрова,3,72,1959,,,,,
Мартынов Даниил Демьянович,Улица Панфёрова,5,107,1971,,,,,
Родионова Дарья Александровна,Улица Гарибальди,29,12,1979,,,,,
Соловьева София Константиновна,Улица Вавилова,4,223,1954,,,,,
Серебрякова Полина Ярославовна,Нахимовский проспект,7,30,1961,,,,,
Моисеева София Максимовна,Улица Академика Пилюгина,3,98,1962,,,,,
Островский Макар Глебович,Проспект Вернадского,29,3,1975,,,,,
Прокофьев Дмитрий Родионович,Улица Крупской,27,176,1997,,,,,
Пахомов Владислав Макарович,Улица Гарибальди,5,129,1979,,,,,
Тарасова Арина Глебовна,Улица Строителей,23,261,1966,,,,,
Васильев Михаил Константинович,Нахимовский проспект,3,183,1997,,,,,
Леонтьев Семён Иванович,Улица Кравченко,13,265,1952,,,,,
Серебрякова Дарья Георгиевна,Улица Кравченко,10,265,1999,,,,,
Федотова Полина Максимовна,Улица Кравченко,30,209,1956,,,,,
Козлова Виктория Дмитриевна,Нахимовский проспект,21,219,1980,,,,,
Дьякова Анастасия Александровна,Проспект Вернадского,15,294,1966,,,,,
Гришина Кира Артемьевна,Улица Академика Пилюгина,18,298,1973,,,,,
Васильев Михаил Константинович,Улица Вавилова,21,281,1985,,,,,
Щеглова Мария Артёмовна,Улица Гарибальди,8,77,1955,,,,,
Орлов Георгий Иванович,Нахимовский проспект,12,61,1985,,,,,
Васильев Кирилл Ильич,Улица Гарибальди,10,67,1960,,,,,
Калинин Даниил Артёмович,Нахимовский проспект,23,221,1991,,,,,
Самсонова Милана Матвеевна,Улица Крупской,25,97,1982,,,,,
Калинин Даниил Артёмович,Улица Строителей,5,239,1974,,,,,
Леонтьев Семён Иванович,Нахимовский проспект,8,79,2005,,,,,
Иванов Даниил Олегович,Улица Крупской,14,68,1965,,,,,
Соколов Михаил Романович,Нахимовский проспект,21,284,1976,,,,,
Осипов Александр Тимофеевич,Улица Панфёрова,13,48,1990,,,,,
Овчинникова Дарья Ильинична,Нахимовский проспект,25,68,1955,,,,,
Туманов Сергей Михайлович,Улица Кравченко,30,79,1974,,,,,
Филиппова София Максимовна,Проспект Вернадского,22,142,1986,,,,,
Осипов Вадим Борисович,Улица Строителей,28,1,1951,,,,,
Горелов Владимир Дмитриевич,Улица Панфёрова,25,160,1961,,,,,
Пономарева Мирослава Григорьевна,Улица Вавилова,25,11,1994,,,,,
Петровская Анастасия Макаровна,Улица Панфёрова,29,180,1950,,,,,
Литвинова Полина Лукинична,Улица Академика Пилюгина,16,112,1999,,,,,
Голиков Кирилл Маркович,Улица Гарибальди,9,257,1987,,,,,
Беляева Ева Данииловна,Улица Крупской,27,297,1958,,,,,
Соколова Василиса Александровна,Улица Архитектора Власова,22,246,2005,,,,,
Иванова Татьяна Юрьевна,Улица Панфёрова,25,70,1951,,,,,
Серебрякова Полина Ярославовна,Улица Крупской,12,190,1985,,,,,
Абрамова Кристина Андреевна,Улица Панфёрова,21,214,1991,,,,,
Васильева Вероника Мироновна,Улица Академика Пилюгина,7,193,1950,,,,,
Белова Анастасия Ивановна,Проспект Вернадского,22,47,1979,,,,,
Озеров Григорий Иванович,Улица Гарибальди,3,118,2001,,,,,
Новикова Кира Борисовна,Проспект Вернадского,24,134,1981,,,,,
Денисов Илья Дмитриевич,Улица Вавилова,14,18,1978,,,,,
Климова Екатерина Михайловна,Улица Академика Пилюгина,17,16,1953,,,,,
Добрынин Дмитрий Тихонович,Улица Марии Ульяновой,22,87,1983,,,,,
Егоров Глеб Семёнович,Улица Крупской,9,168,1961,,,,,
Кудрявцева Анна Тимофеевна,Улица Марии Ульяновой,13,65,1989,,,,,
Попов Леонид Макарович,Нахимовский проспект,3,58,1982,,,,,
Орлов Вадим Иванович,Улица Крупской,17,9,1956,,,,,
Захаров Роман Денисович,Улица Панфёрова,15,281,1996,,,,,
Панфилова Зоя Петровна,Ленинский проспект,14,179,2000,,,,,
Плотников Елисей Ильич,Улица Гарибальди,12,227,2004,,,,,
Терентьева Арина Марковна,Улица Крупской,6,180,1964,,,,,
Щеглова Мария Артёмовна,Улица Архитектора Власова,15,139,1964,,,,,
Денисов Алексей Романович,Проспект Вернадского,11,118,1977,,,,,
Козлов Роман Сергеевич,Улица Панфёрова,11,42,1959,,,,,
Дорофеев Никита Александрович,Улица Марии Ульяновой,1,27,2005,,,,,
Овчинникова Дарья Ильинична,Улица Академика Пилюгина,5,288,2003,,,,,
Орлов Игорь Александрович,Нахимовский проспект,9,78,1976,,,,,
Кожевников Иван Евгеньевич,Улица Строителей,12,167,1992,,,,,
Петрова Алиса Степановна,Улица Марии Ульяновой,9,45,2005,,,,,
Полякова Мария Артёмовна,Проспект Вернадского,25,219,1998,,,,,
Шестаков Андрей Львович,Нахимовский проспект,18,21,1961,,,,,
Захаров Роман Денисович,Улица Вавилова,16,73,1998,,,,,
Жданов Кирилл Фёдорович,Улица Строителей,18,160,2003,,,,,
Карпов Григорий Иванович,Улица Крупской,20,185,1987,,,,,
Новикова Кристина Васильевна,Улица Крупской,24,248,1960,,,,,
Егорова Надежда Дмитриевна,Улица Гарибальди,29,117,2000,,,,,
Филиппова Надежда Ярославовна,Улица Крупской,8,188,1987,,,,,
Григорьев Пётр Александрович,Нахимовский проспект,8,241,1994,,,,,
Наумов Артём Константинович,Улица Гарибальди,23,121,1955,,,,,
Васильева София Марковна,Проспект Вернадского,17,48,1978,,,,,
Шестаков Андрей Львович,Улица Вавилова,14,200,1990,,,,,
Щеглова Мария Артёмовна,Улица Марии Ульяновой,13,273,1997,,,,,
Соколова Василиса Александровна,Улица Гарибальди,25,116,1957,,,,,
Орлов Игорь Александрович,Улица Вавилова,20,205,2000,,,,,
Филиппова Надежда Ярославовна,Улица Строителей,14,291,1988,,,,,
Михайлов Елисей Михайлович,Улица Гарибальди,12,266,1998,,,,,
Петровская Полина Максимовна,Улица Гарибальди,7,264,1984,,,,,
Серебрякова Дарья Георгиевна,Нахимовский проспект,10,180,1981,,,,,
Мартынов Даниил Демьянович,Улица Крупской,22,98,1994,,,,,
Никитина Мария Руслановна,Улица Кравченко,19,296,1975,,,,,
Соколова Василиса Александровна,Улица Гарибальди,30,224,1956,,,,,
Тарасова Арина Глебовна,Нахимовский проспект,26,247,1968,,,,,
Пономарева Мирослава Григорьевна,Улица Гарибальди,13,119,1953,,,,,
Максимова Полина Кирилловна,Улица Вавилова,30,204,1997,,,,,
Сергеев Гордей Ярославович,Улица Гарибальди,20,140,2005,,,,,
Новикова София Елисеевна,Улица Марии Ульяновой,3,168,1978,,,,,
Максимова Анна Фёдоровна,Нахимовский проспект,15,264,1984,,,,,
Белова Анастасия Ивановна,Улица Кравченко,22,217,1983,,,,,
Морозов Роман Артурович,Нахимовский проспект,12,135,2000,,,,,
Герасимов Артур Денисович,Улица Архитектора Власова,9,40,2005,,,,,
Карпова Арина Григорьевна,Улица Кравченко,14,255,1999,,,,,
Родионова Дарья Александровна,Улица Строителей,5,204,1968,,,,,
Овчинникова Дарья Ильинична,Улица Строителей,24,122,1967,,,,,
Балашова Анна Савельевна,Улица Гарибальди,14,42,2000,,,,,
Елизарова Антонина Игоревна,Улица Гарибальди,6,247,1969,,,,,
Абрамова Кристина Андреевна,Улица Гарибальди,22,56,1967,,,,,
Пономарева Ирина Александровна,Улица Панфёрова,16,30,1996,,,,,
Максимова Полина Кирилловна,Улица Панфёрова,4,184,1993,,,,,
Соколов Михаил Романович,Ленинский проспект,16,206,1998,,,,,
Беляева Ева Данииловна,Нахимовский проспект,30,239,1986,,,,,
Серебрякова Дарья Георгиевна,Улица Крупской,7,179,1993,,,,,
Волков Кирилл Маркович,Улица Крупской,19,84,1995,,,,,
Платонова Алиса Степановна,Улица Архитектора Власова,18,256,1987,,,,,
Сазонова Анастасия Александровна,Ленинский проспект,15,267,1956,,,,,
Филиппова София Максимовна,Улица Архитектора Власова,20,9,1968,,,,,
Александрова Василиса Ивановна,Улица Крупской,19,243,1968,,,,,
Голиков Кирилл Маркович,Ленинский проспект,4,211,1987,,,,,
Овчинникова Ольга Ильинична,Улица Кравченко,7,71,1996,,,,,
Иванов Дмитрий Ярославович,Улица Кравченко,13,181,1999,,,,,
Карташов Марк Владимирович,Улица Кравченко,30,274,1953,,,,,
Богданов Владимир Маркович,Улица Вавилова,10,190,1958,,,,,
Глухова Полина Андреевна,Улица Академика Пилюгина,1,265,1970,,,,,
Петрова Таисия Артёмовна,Проспект Вернадского,16,172,1992,,,,,
Анохина Полина Кирилловна,Проспект Вернадского,20,138,1995,,,,,
Коротков Кирилл Мирославович,Улица Кравченко,6,227,1990,,,,,
Леонтьев Семён Иванович,Улица Марии Ульяновой,21,272,1994,,,,,
Филиппова Надежда Ярославовна,Улица Гарибальди,1,237,1959,,,,,
Симонов Роман Андреевич,Улица Панфёрова,26,109,1969,,,,,
Шилова Алиса Ивановна,Нахимовский проспект,3,208,1993,,,,,
Коровина Екатерина Юрьевна,Улица Вавилова,16,15,1952,,,,,
Соколов Михаил Романович,Улица Строителей,6,117,1991,,,,,
Козлов Роман Сергеевич,Улица Крупской,29,260,1961,,,,,
Суслов Демид Дмитриевич,Проспект Вернадского,20,184,1958,,,,,
Алешина Кристина Евгеньевна,Улица Марии Ульяновой,22,227,1981,,,,,
Пономарева Ирина Александровна,Проспект Вернадского,5,27,1982,,,,,
Новикова Кристина Васильевна,Проспект Вернадского,19,289,1954,,,,,
Алексеев Степан Семёнович,Ленинский проспект,18,50,2004,,,,,
Леонтьев Семён Иванович,Улица Панфёрова,21,60,1976,,,,,
Ларина Александра Ярославовна,Улица Строителей,30,209,1983,,,,,
Астахова София Ильинична,Улица Строителей,11,38,1991,,,,,
Колесников Георгий Маркович,Улица Кравченко,19,235,1964,,,,,
Павлов Лев Александрович,Улица Марии Ульяновой,3,253,1950,,,,,
Баранова Василиса Александровна,Улица Марии Ульяновой,10,111,1972,,,,,
Полякова Мария Артёмовна,Улица Академика Пилюгина,20,74,1987,,,,,
Матвеева Ева Андреевна,Улица Панфёрова,15,75,1952,,,,,
Герасимов Артур Денисович,Улица Крупской,19,254,1954,,,,,
Пахомов Владислав Макарович,Улица Строителей,12,87,1993,,,,,
Соколова Полина Романовна,Ленинский проспект,18,189,2003,,,,,
Платонова Алиса Степановна,Улица Строителей,11,137,1992,,,,,
Никитина Мария Руслановна,Улица Крупской,22,16,1988,,,,,
Новиков Андрей Георгиевич,Улица Гарибальди,11,146,1992,,,,,
Тихонова Василиса Фёдоровна,Улица Кравченко,23,55,1981,,,,,
Дмитриев Ярослав Романович,Улица Кравченко,5,205,1952,,,,,
Ларина Александра Ярославовна,Нахимовский проспект,4,202,1964,,,,,
Баранова Василиса Александровна,Нахимовский проспект,4,215,1973,,,,,
Константинов Александр Юрьевич,Улица Гарибальди,23,151,1950,,,,,
Григорьев Пётр Александрович,Улица Кравченко,16,248,1989,,,,,
Смирнова Полина Максимовна,Улица Вавилова,12,212,1970,,,,,
Яковлев Леонид Константинович,Улица Архитектора Власова,23,127,1988,,,,,
Лебедева Василиса Андреевна,Улица Панфёрова,30,91,1964,,,,,
Чернышев Платон Артёмович,Нахимовский проспект,28,165,1966,,,,,
Хохлов Александр Михайлович,Ленинский проспект,14,45,2000,,,,,
Соколова Полина Романовна,Улица Марии Ульяновой,15,12,1960,,,,,
Плотников Елисей Ильич,Улица Академика Пилюгина,5,270,1960,,,,,
Максимова Анна Фёдоровна,Улица Крупской,20,105,1985,,,,,
Елизарова Антонина Игоревна,Улица Крупской,13,160,1984,,,,,
Соколов Лев Владиславович,Улица Панфёрова,17,33,1984,,,,,
Дорофеева Анна Фёдоровна,Улица Вавилова,11,205,1999,,,,,
Серебрякова Дарья Георгиевна,Улица Академика Пилюгина,20,71,1950,,,,,
Пономарева Ирина Александровна,Улица Академика Пилюгина,21,242,1958,,,,,
Пономарева Ирина Александровна,Улица Марии Ульяновой,9,284,1968,,,,,
Островский Макар Глебович,Проспект Вернадского,26,86,1965,,,,,
Щеглова Мария Артёмовна,Улица Кравченко,11,251,1974,,,,,
Максимова Алиса Ярославовна,Нахимовский проспект,26,223,1983,,,,,
Пахомов Владислав Макарович,Улица Кравченко,16,256,1978,,,,,
Новикова София Елисеевна,Ленинский проспект,3,40,1978,,,,,
Смирнова Полина Максимовна,Ленинский проспект,23,114,1965,,,,,
Фомин Артём Андреевич,Улица Кравченко,6,18,1970,,,,,
Гришина Кира Артемьевна,Нахимовский проспект,12,80,1972,,,,,
Ермакова Майя Никитична,Проспект Вернадского,24,45,1984,,,,,
Павлов Кирилл Александрович,Улица Панфёрова,7,99,1958,,,,,
Соловьева Елизавета Ивановна,Нахимовский проспект,12,36,1977,,,,,
Усова Алиса Николаевна,Улица Строителей,15,143,1954,,,,,
Николаева Дарина Григорьевна,Улица Гарибальди,10,34,2004,,,,,
Грачев Платон Русланович,Улица Гарибальди,12,12,1985,,,,,
Семенова Виктория Ивановна,Улица Академика Пилюгина,8,205,1988,,,,,
Соколов Лев Владиславович,Улица Марии Ульяновой,2,21,1957,,,,,
Захаров Илья Никитич,Улица Кравченко,5,236,1972,,,,,
Коротков Кирилл Мирославович,Улица Архитектора Власова,14,57,1975,,,,,
Баранова Майя Михайловна,Ленинский проспект,12,133,2000,,,,,
Прокофьев Дмитрий Родионович,Улица Архитектора Власова,30,156,1952,,,,,
Филиппова София Максимовна,Улица Академика Пилюгина,28,31,1994,,,,,
Латышев Роман Михайлович,Улица Панфёрова,7,165,1967,,,,,
Никонова София Константиновна,Улица Кравченко,9,72,1961,,,,,
Платонова Алиса Степановна,Улица Марии Ульяновой,7,274,1977,,,,,
Миронов Иван Никитич,Улица Марии Ульяновой,23,20,1969,,,,,
Никонова София Константиновна,Ленинский проспект,15,262,1987,,,,,
Туманов Сергей Михайлович,Улица Крупской,28,184,1974,,,,,
Морозов Роман Артурович,Нахимовский проспект,8,62,2002,,,,,
Петров Георгий Николаевич,Улица Академика Пилюгина,20,168,1992,,,,,
Латышев Роман Михайлович,Улица Кравченко,20,214,1960,,,,,
Пономарева Мирослава Григорьевна,Улица Вавилова,16,40,2002,,,,,
Романова Вероника Николаевна,Улица Строителей,29,286,1988,,,,,
Филимонова Анна Владимировна,Нахимовский проспект,8,108,2000,,,,,
Федотова Полина Максимовна,Улица Гарибальди,2,80,1980,,,,,
Матвеева Ева Андреевна,Улица Академика Пилюгина,2,90,1996,,,,,
Соколова Василиса Александровна,Улица Крупской,3,290,1966,,,,,
Чернышев Платон Артёмович,Улица Кравченко,9,196,1953,,,,,
Романова Вероника Николаевна,Улица Крупской,29,88,1975,,,,,
Филиппова Надежда Ярославовна,Нахимовский проспект,3,18,1953,,,,,
Иванов Максим Тимофеевич,Улица Марии Ульяновой,11,285,2002,,,,,
Осипов Вадим Борисович,Улица Академика Пилюгина,12,1,1986,,,,,
Антонов Артём Платонович,Улица Кравченко,3,196,1958,,,,,
Крючков Вячеслав Андреевич,Улица Кравченко,12,299,1958,,,,,
Прохоров Андрей Арсеньевич,Проспект Вернадского,26,218,1952,,,,,
Алешина Кристина Евгеньевна,Улица Вавилова,5,116,1960,,,,,
Серебрякова Дарья Георгиевна,Улица Архитектора Власова,22,296,1997,,,,,
Козлов Глеб Матвеевич,Улица Академика Пилюгина,26,299,1957,,,,,
Островский Макар Глебович,Проспект Вернадского,11,119,1958,,,,,
Денисов Илья Дмитриевич,Улица Марии Ульяновой,11,298,1970,,,,,
Иванова Татьяна Юрьевна,Улица Кравченко,7,166,1982,,,,,
Баранова Василиса Александровна,Улица Гарибальди,7,234,1990,,,,,
Захаров Николай Александрович,Нахимовский проспект,23,81,1972,,,,,
Волков Кирилл Маркович,Нахимовский проспект,7,252,1987,,,,,
Исаев Илья Георгиевич,Ленинский проспект,26,101,1954,,,,,
Блохина Елизавета Ильинична,Улица Марии Ульяновой,15,21,1953,,,,,
Герасимов Андрей Матвеевич,Улица Панфёрова,3,91,1987,,,,,
Попов Леонид Макарович,Улица Строителей,27,241,1956,,,,,
Данилова Диана Тимуровна,Улица Вавилова,26,35,1967,,,,,
Егорова Надежда Дмитриевна,Улица Строителей,28,57,1964,,,,,
Зубков Алексей Арсеньевич,Улица Вавилова,29,107,1997,,,,,
Соловьева София Константиновна,Улица Вавилова,27,182,1993,,,,,
Лазарева Анна Григорьевна,Улица Гарибальди,20,79,1975,,,,,
Пономарева Ирина Александровна,Улица Кравченко,6,272,1967,,,,,
Белова Анастасия Ивановна,Улица Кравченко,26,111,2005,,,,,
Осипов Александр Тимофеевич,Улица Кравченко,8,147,1968,,,,,
Захаров Илья Никитич,Улица Марии Ульяновой,30,234,1977,,,,,
Новикова Елизавета Дмитриевна,Нахимовский проспект,26,293,1951,,,,,
Никитина Мария Руслановна,Улица Гарибальди,12,137,1985,,,,,
Васильев Михаил Константинович,Ленинский проспект,23,199,1984,,,,,
Матвеева Ева Андреевна,Нахимовский проспект,26,42,1958,,,,,
Куликов Ярослав Фёдорович,Улица Панфёрова,20,83,1981,,,,,
Максимова Алиса Ярославовна,Нахимовский проспект,6,162,2003,,,,,
Николаева Валерия Владимировна,Улица Архитектора Власова,14,147,1977,,,,,
Николаева Дарина Григорьевна,Проспект Вернадского,13,98,1974,,,,,
Антонов Артём Платонович,Нахимовский проспект,28,216,2003,,,,,
Кожевников Иван Евгеньевич,Ленинский проспект,30,64,1953,,,,,
Новикова Кира Борисовна,Улица Марии Ульяновой,8,79,2002,,,,,
Соколова Василиса Александровна,Улица Вавилова,29,192,1972,,,,,
Моисеева София Максимовна,Ленинский проспект,7,57,1973,,,,,
Суслов Демид Дмитриевич,Улица Гарибальди,27,70,1999,,,,,
Жданов Илья Михайлович,Ленинский проспект,26,238,1961,,,,,
Тарасова Арина Глебовна,Улица Кравченко,25,186,1960,,,,,
Анохина Полина Кирилловна,Нахимовский проспект,13,136,1969,,,,,
Астахова Виктория Васильевна,Улица Вавилова,11,15,1984,,,,,
Волков Кирилл Маркович,Улица Строителей,6,181,1955,,,,,
Романов Сергей Михайлович,Улица Панфёрова,23,232,1991,,,,,
Балашова Анна Савельевна,Проспект Вернадского,16,220,1984,,,,,
Озеров Григорий Иванович,Нахимовский проспект,16,217,1983,,,,,
Орлов Георгий Иванович,Проспект Вернадского,2,106,1987,,,,,
Жданова Ульяна Никитична,Улица Крупской,23,181,1992,,,,,
Фирсова Василиса Марковна,Улица Академика Пилюгина,24,262,1972,,,,,
Новиков Андрей Георгиевич,Улица Кравченко,11,150,1977,,,,,
Карпова Арина Григорьевна,Улица Архитектора Власова,24,88,1986,,,,,
Куликова Мария Никитична,Улица Кравченко,2,240,2004,,,,,
Коровина Екатерина Юрьевна,Улица Вавилова,22,87,1958,,,,,
Моисеева София Максимовна,Улица Академика Пилюгина,30,123,1968,,,,,
Давыдов Кирилл Янович,Нахимовский проспект,10,285,1983,,,,,
Шестаков Андрей Львович,Улица Академика Пилюгина,30,115,1974,,,,,
Попов Илья Матвеевич,Улица Академика Пилюгина,24,233,1978,,,,,
Полякова Мария Артёмовна,Улица Марии Ульяновой,13,59,1958,,,,,
Герасимов Артур Денисович,Нахимовский проспект,21,286,1978,,,,,
Тихонова Василиса Фёдоровна,Улица Крупской,6,294,1971,,,,,
Горелов Владимир Дмитриевич,Улица Архитектора Власова,10,288,1981,,,,,
Александрова Василиса Ивановна,Улица Строителей,3,11,2004,,,,,
Филиппова Алиса Артёмовна,Улица Академика Пилюгина,15,268,1978,,,,,
Семенова Виктория Ивановна,Улица Панфёрова,7,130,1984,,,,,
Филиппова Алиса Артёмовна,Улица Архитектора Власова,24,223,1976,,,,,
Дорофеева Анна Фёдоровна,Улица Марии Ульяновой,28,179,1952,,,,,
Попов Леонид Макарович,Улица Вавилова,14,125,2004,,,,,
Новикова Кира Борисовна,Улица Гарибальди,19,102,1990,,,,,
Алексеев Матвей Яковлевич,Улица Марии Ульяновой,11,88,1971,,,,,
Фомин Артём Андреевич,Нахимовский проспект,7,13,1959,,,,,
Филиппова Алиса Артёмовна,Улица Кравченко,9,58,1984,,,,,
Тихомиров Герман Даниилович,Улица Крупской,20,83,1977,,,,,
Орлов Вадим Иванович,Улица Панфёрова,25,77,2000,,,,,
Алексеев Степан Семёнович,Улица Кравченко,6,262,1973,,,,,
Герасимов Андрей Матвеевич,Улица Академика Пилюгина,13,115,1982,,,,,
Соловьева Елизавета Ивановна,Улица Крупской,21,265,1980,,,,,
Орлова Алёна Романовна,Улица Гарибальди,7,204,1964,,,,,
Михайлов Елисей Михайлович,Улица Архитектора Власова,26,182,1966,,,,,
Жданов Кирилл Фёдорович,Улица Вавилова,15,53,1996,,,,,
Озеров Григорий Иванович,Улица Гарибальди,9,53,2005,,,,,
Сергеев Михаил Станиславович,Улица Марии Ульяновой,1,229,1961,,,,,
Герасимов Артур Денисович,Ленинский проспект,25,162,1955,,,,,
Соколов Михаил Романович,Улица Кравченко,23,154,2004,,,,,
Баранова Виктория Максимовна,Улица Кравченко,16,296,1966,,,,,
Миронов Илья Мирославович,Ленинский проспект,5,299,1972,,,,,
Прокофьев Дмитрий Родионович,Улица Кравченко,29,36,1999,,,,,
Михайлов Елисей Михайлович,Улица Строителей,21,194,1988,,,,,
Снегирева Дарья Глебовна,Улица Вавилова,9,204,1985,,,,,
Климова Екатерина Михайловна,Нахимовский проспект,4,109,1964,,,,,
Николаева Валерия Владимировна,Улица Гарибальди,19,222,1984,,,,,
Громова Кира Антоновна,Ленинский проспект,27,79,1955,,,,,
Васильева София Николаевна,Нахимовский проспект,18,256,2004,,,,,
Климова Екатерина Михайловна,Улица Кравченко,25,105,1975,,,,,
Захаров Илья Никитич,Улица Марии Ульяновой,27,18,1996,,,,,
Захаров Роман Денисович,Улица Архитектора Власова,24,9,1955,,,,,
Коровина Екатерина Юрьевна,Проспект Вернадского,5,18,1951,,,,,
Пономарева Мирослава Григорьевна,Улица Крупской,10,43,1984,,,,,
Константинов Александр Юрьевич,Улица Гарибальди,19,97,1993,,,,,
Мартынов Даниил Демьянович,Улица Строителей,16,4,1970,,,,,
Попов Илья Матвеевич,Улица Крупской,30,77,1969,,,,,
Павлов Лев Александрович,Улица Панфёрова,3,12,1985,,,,,
Снегирева Дарья Глебовна,Улица Архитектора Власова,6,174,1990,,,,,
