ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Литвинова Полина Лукинична,Улица Строителей,2,197,1979,,,,,
Тихонов Константин Артёмович,Улица Кравченко,12,298,1971,,,,,
Смирнова Полина Максимовна,Улица Вавилова,8,298,1971,,,,,
Романов Сергей Михайлович,Улица Марии Ульяновой,24,288,1967,,,,,
Васильева София Марковна,Улица Кравченко,18,172,1990,,,,,
Суворов Макар Александрович,Улица Гарибальди,3,132,1972,,,,,
Хохлов Александр Михайлович,Улица Вавилова,8,230,2004,,,,,
Зубков Алексей Арсеньевич,Улица Вавилова,1,102,1980,,,,,
Симонов Роман Андреевич,Ленинский проспект,6,137,1985,,,,,
Гордеева Диана Михайловна,Улица Гарибальди,8,210,1984,,,,,
Беляева Ева Данииловна,Улица Кравченко,11,130,1959,,,,,
Леонтьев Семён Иванович,Нахимовский проспект,11,130,1961,,,,,
Жданова Ульяна Никитична,Ленинский проспект,9,63,1958,,,,,
Михайлов Елисей Михайлович,Улица Архитектора Власова,20,30,1964,,,,,
Николаева Дарина Григорьевна,Нахимовский проспект,28,236,1984,,,,,
Кожевников Иван Евгеньевич,Ленинский проспект,19,64,1959,,,,,
Балашова Анна Савельевна,Проспект Вернадского,8,247,1964,,,,,
Васильева Вероника Мироновна,Улица Марии Ульяновой,30,171,1997,,,,,
Петрова Таисия Артёмовна,Улица Марии Ульяновой,18,218,2003,,,,,
Иванов Дмитрий Ярославович,Проспект Вернадского,12,222,1961,,,,,
Куликова Мария Никитична,Улица Марии Ульяновой,23,62,1964,,,,,
Горелов Владимир Дмитриевич,Улица Крупской,25,64,1993,,,,,
Пономарева Мирослава Григорьевна,Ленинский проспект,9,10,1997,,,,,
Туманов Сергей Михайлович,Нахимовский проспект,23,116,1972,,,,,
Орлов Игорь Александрович,Улица Кравченко,26,28,1966,,,,,
Шестаков Андрей Львович,Улица Архитектора Власова,30,127,1998,,,,,
Самсонова Милана Матвеевна,Улица Кравченко,19,117,1999,,,,,
Пономарева Мирослава Григорьевна,Улица Академика Пилюгина,9,81,1977,,,,,
Никонова София Константиновна,Нахимовский проспект,4,84,1952,,,,,
Лазарева Анна Григорьевна,Улица Архитектора Власова,13,22,1963,,,,,
Литвинова Полина Лукинична,Улица Панфёрова,22,290,1984,,,,,
Селиванова Елизавета Марковна,Улица Архитектора Власова,6,104,2003,,,,,
Астахова Виктория Васильевна,Улица Крупской,26,252,1968,,,,,
Осипов Вадим Борисович,Улица Панфёрова,19,174,1972,,,,,
Андреева Ева Андреевна,Ленинский проспект,10,158,1960,,,,,
Селиванова Елизавета Марковна,Улица Академика Пилюгина,9,166,1959,,,,,
Тарасова Арина Глебовна,Улица Вавилова,11,94,1972,,,,,
Абрамова Кристина Андреевна,Улица Панфёрова,23,173,1974,,,,,
Хохлов Александр Михайлович,Улица Крупской,2,127,1984,,,,,
Дмитриев Ярослав Романович,Улица Гарибальди,5,55,1955,,,,,
Антонов Артём Платонович,Ленинский проспект,4,163,1959,,,,,
Петров Георгий Николаевич,Улица Марии Ульяновой,3,260,1996,,,,,
Власова Алина Андреевна,Улица Кравченко,17,4,1997,,,,,
Баранова Виктория Максимовна,Улица Архитектора Власова,12,167,1954,,,,,
Тихонов Константин Артёмович,Улица Строителей,3,188,1978,,,,,
Осипов Александр Тимофеевич,Улица Строителей,17,45,1956,,,,,
Иванов Артём Иванович,Улица Академика Пилюгина,22,174,1961,,,,,
Соколова Василиса Александровна,Улица Академика Пилюгина,22,164,1987,,,,,
Жданова Ульяна Никитична,Улица Архитектора Власова,21,62,1999,,,,,
Белова Анастасия Ивановна,Улица Строителей,19,267,1965,,,,,
Хохлов Александр Михайлович,Улица Архитектора Власова,4,103,1985,,,,,
Белова Анастасия Ивановна,Улица Вавилова,20,72,1955,,,,,
Козлова Виктория Дмитриевна,Улица Архитектора Власова,14,185,1991,,,,,
Жданов Илья Михайлович,Улица Крупской,30,4,1993,,,,,
Попов Илья Матвеевич,Ленинский проспект,21,43,1975,,,,,
Захаров Илья Никитич,Улица Строителей,3,118,1976,,,,,
Попов Даниил Михайлович,Улица Панфёрова,5,146,1975,,,,,
Петрова Таисия Артёмовна,Улица Гарибальди,14,42,1959,,,,,
Шилова Алиса Ивановна,Улица Крупской,19,298,1958,,,,,
Иванов Артём Иванович,Улица Кравченко,2,224,1965,,,,,
Селиванова Елизавета Марковна,Улица Вавилова,28,244,2000,,,,,
Чернышев Платон Артёмович,Улица Крупской,4,8,1989,,,,,
Захарова Дарина Ярославовна,Улица Архитектора Власова,23,52,1979,,,,,
Денисов Илья Дмитриевич,Ленинский проспект,7,165,1990,,,,,
Леонтьев Семён Иванович,Улица Панфёрова,3,31,2000,,,,,
Фирсова Василиса Марковна,Нахимовский проспект,7,203,1971,,,,,
Суворов Макар Александрович,Улица Академика Пилюгина,13,116,1966,,,,,
Андреева Ева Андреевна,Улица Академика Пилюгина,12,260,1962,,,,,
Новикова Кира Борисовна,Улица Академика Пилюгина,26,259,2001,,,,,
Коровина Екатерина Юрьевна,Улица Вавилова,4,153,2003,,,,,
Платонова Алиса Степановна,Улица Архитектора Власова,26,79,2000,,,,,
Егоров Глеб Семёнович,Нахимовский проспект,13,82,2004,,,,,
Осипов Вадим Борисович,Улица Вавилова,24,157,1960,,,,,
Жданова Ульяна Никитична,Улица Кравченко,7,142,1985,,,,,
Осипов Вадим Борисович,Проспект Вернадского,26,231,1994,,,,,
Зубков Алексей Арсеньевич,Улица Марии Ульяновой,25,181,1991,,,,,
Григорьев Пётр Александрович,Улица Кравченко,18,300,1974,,,,,
Баранова Майя Михайловна,Улица Академика Пилюгина,1,210,1981,,,,,
Денисов Илья Дмитриевич,Улица Вавилова,16,4,1957,,,,,
Калинин Даниил Артёмович,Проспект Вернадского,23,103,1988,,,,,
Снегирева Дарья Глебовна,Ленинский проспект,27,54,1965,,,,,
Кудрявцева Анна Тимофеевна,Ленинский проспект,8,221,1995,,,,,
Копылов Григорий Платонович,Улица Строителей,18,183,1979,,,,,
Васильева София Марковна,Проспект Вернадского,22,291,1998,,,,,
Пономарева Ирина Александровна,Улица Строителей,15,279,1991,,,,,
Карпов Александр Тимурович,Улица Гарибальди,7,238,1962,,,,,
Иванов Даниил Олегович,Улица Панфёрова,19,11,2003,,,,,
Латышев Роман Михайлович,Улица Кравченко,19,127,1990,,,,,
Волков Кирилл Маркович,Ленинский проспект,13,247,1966,,,,,
Карташов Марк Владимирович,Улица Вавилова,24,219,1964,,,,,
Сергеев Гордей Ярославович,Улица Строителей,25,92,1984,,,,,
Глухова Полина Андреевна,Ленинский проспект,15,114,1966,,,,,
Антонов Артём Платонович,Улица Гарибальди,14,81,1953,,,,,
Романов Сергей Михайлович,Улица Панфёрова,29,227,1962,,,,,
Блохина Елизавета Ильинична,Улица Гарибальди,22,279,1954,,,,,
Куликова Мария Никитична,Улица Академика Пилюгина,29,190,1990,,,,,
Никонова София Константиновна,Проспект Вернадского,6,196,1973,,,,,
Пономарева Мирослава Григорьевна,Улица Панфёрова,10,268,1964,,,,,
Платонова Алиса Степановна,Улица Панфёрова,16,107,1991,,,,,
Степанов Дмитрий Александрович,Улица Строителей,4,78,1960,,,,,
Голиков Кирилл Маркович,Проспект Вернадского,15,281,1966,,,,,
Филиппова Надежда Ярославовна,Нахимовский проспект,4,87,1981,,,,,
Тихомиров Герман Даниилович,Улица Академика Пилюгина,5,285,1993,,,,,
Серебрякова Дарья Георгиевна,Улица Строителей,11,193,2002,,,,,
Николаева Валерия Владимировна,Проспект Вернадского,7,110,1961,,,,,
Усова Алиса Николаевна,Улица Панфёрова,26,107,1977,,,,,
Платонова Алиса Степановна,Улица Марии Ульяновой,27,74,1959,,,,,
Баранова Алиса Ивановна,Улица Марии Ульяновой,21,208,1999,,,,,
Копылов Григорий Платонович,Нахимовский проспект,15,40,1973,,,,,
Степанов Дмитрий Александрович,Ленинский проспект,17,201,1953,,,,,
Жданов Илья Михайлович,Улица Кравченко,18,81,1980,,,,,
Михайлов Елисей Михайлович,Улица Архитектора Власова,22,206,1978,,,,,
Чернышев Платон Артёмович,Улица Крупской,4,91,1974,,,,,
Егорова Надежда Дмитриевна,Нахимовский проспект,5,22,1987,,,,,
Коровина Екатерина Юрьевна,Нахимовский проспект,1,209,1957,,,,,
Полякова Мария Артёмовна,Проспект Вернадского,8,90,1995,,,,,
Грачев Платон Русланович,Улица Марии Ульяновой,23,247,1975,,,,,
Соколова Василиса Александровна,Улица Строителей,19,109,1973,,,,,
Белова Анастасия Ивановна,Улица Гарибальди,8,45,2002,,,,,
Дорофеев Никита Александрович,Улица Панфёрова,2,103,1958,,,,,
Колесников Георгий Маркович,Улица Марии Ульяновой,6,84,1977,,,,,
Попов Илья Матвеевич,Улица Академика Пилюгина,25,61,1955,,,,,
Орлова Алёна Романовна,Проспект Вернадского,5,16,2005,,,,,
Васильева София Марковна,Улица Марии Ульяновой,24,182,1993,,,,,
Егорова Надежда Дмитриевна,Проспект Вернадского,28,247,1980,,,,,
Соколова Василиса Александровна,Улица Панфёрова,5,182,1969,,,,,
Алексеев Степан Семёнович,Улица Вавилова,12,107,1979,,,,,
Давыдов Кирилл Янович,Улица Крупской,26,289,1965,,,,,
Захаров Николай Александрович,Улица Академика Пилюгина,19,246,2004,,,,,
Левин Сергей Ильич,Нахимовский проспект,25,150,1995,,,,,
Андреева Ева Андреевна,Улица Марии Ульяновой,2,282,1952,,,,,
Козлов Глеб Матвеевич,Ленинский проспект,20,188,1967,,,,,
Ананьев Алексей Семёнович,Нахимовский проспект,30,284,1976,,,,,
Моисеева София Максимовна,Улица Крупской,24,104,2000,,,,,
Жданов Кирилл Фёдорович,Улица Гарибальди,23,185,2003,,,,,
Жданова Ульяна Никитична,Улица Марии Ульяновой,11,16,1980,,,,,
Орлов Вадим Иванович,Улица Академика Пилюгина,24,248,1960,,,,,
Смирнова Полина Максимовна,Улица Академика Пилюгина,9,224,1956,,,,,
Петрова Алиса Степановна,Улица Вавилова,19,153,1997,,,,,
Симонов Роман Андреевич,Улица Кравченко,19,126,1997,,,,,
Рыбаков Фёдор Дмитриевич,Улица Панфёрова,5,237,1999,,,,,
Снегирева Дарья Глебовна,Улица Панфёрова,12,82,1962,,,,,
Герасимов Андрей Матвеевич,Улица Архитектора Власова,3,9,2000,,,,,
Миронов Илья Мирославович,Улица Строителей,1,30,1974,,,,,
Жданов Кирилл Фёдорович,Улица Вавилова,22,2,1981,,,,,
Орлов Вадим Иванович,Улица Академика Пилюгина,27,173,1966,,,,,
Суворов Макар Александрович,Улица Гарибальди,12,243,1985,,,,,
Алексеев Степан Семёнович,Улица Вавилова,27,249,1995,,,,,
Жданов Илья Михайлович,Ленинский проспект,8,39,1999,,,,,
Шишкин Константин Павлович,Улица Архитектора Власова,3,243,2000,,,,,
Исаев Илья Георгиевич,Ленинский проспект,22,198,1994,,,,,
Баранова Майя Михайловна,Ленинский проспект,6,153,1974,,,,,
Самсонова Милана Матвеевна,Нахимовский проспект,8,142,1954,,,,,
Герасимов Артур Денисович,Улица Вавилова,21,60,1969,,,,,
Петрова Таисия Артёмовна,Улица Марии Ульяновой,30,59,1960,,,,,
Карпова Арина Григорьевна,Улица Марии Ульяновой,10,202,1955,,,,,
Грачев Платон Русланович,Улица Академика Пилюгина,28,290,1996,,,,,
Леонтьев Семён Иванович,Ленинский проспект,19,82,1992,,,,,
Осипов Александр Тимофеевич,Улица Архитектора Власова,25,219,1988,,,,,
Петровская Анастасия Макаровна,Улица Архитектора Власова,19,222,1956,,,,,
Крючков Вячеслав Андреевич,Нахимовский проспект,6,113,1978,,,,,
Тихонова Мария Фёдоровна,Улица Вавилова,13,258,1964,,,,,
Миронов Илья Мирославович,Улица Строителей,8,239,2004,,,,,
Максимова Полина Кирилловна,Улица Вавилова,22,27,1961,,,,,
Селиванова Елизавета Марковна,Нахимовский проспект,4,222,1974,,,,,
Иванова Татьяна Юрьевна,Улица Панфёрова,2,186,1994,,,,,
Захарова Дарина Ярославовна,Нахимовский проспект,10,62,1969,,,,,
Васильев Михаил Константинович,Улица Строителей,27,243,1990,,,,,
Иванова Татьяна Юрьевна,Улица Вавилова,18,174,1989,,,,,
Абрамова Кристина Андреевна,Улица Строителей,1,11,1954,,,,,
Овчинникова Ольга Ильинична,Улица Гарибальди,25,113,1988,,,,,
Сазонова Анастасия Александровна,Улица Кравченко,1,250,1965,,,,,
Коротков Кирилл Мирославович,Нахимовский проспект,21,73,1983,,,,,
Жданова Ульяна Никитична,Улица Кравченко,8,139,1991,,,,,
Алексеев Матвей Яковлевич,Улица Архитектора Власова,29,185,1987,,,,,
Романов Сергей Михайлович,Улица Архитектора Власова,29,200,1972,,,,,
Тихонова Мария Фёдоровна,Проспект Вернадского,22,170,1981,,,,,
Скворцов Максим Мирославович,Улица Крупской,3,220,1988,,,,,
Соколов Михаил Романович,Улица Строителей,15,64,1974,,,,,
Сидоров Матвей Даниилович,Улица Гарибальди,3,202,1987,,,,,
Михайлов Елисей Михайлович,Улица Вавилова,11,64,1977,,,,,
Карпов Григорий Иванович,Улица Кравченко,17,78,1955,,,,,
Константинов Александр Юрьевич,Улица Архитектора Власова,1,122,2000,,,,,
Плотников Елисей Ильич,Улица Гарибальди,8,57,1965,,,,,
Осипов Александр Тимофеевич,Улица Строителей,28,66,1966,,,,,
Островский Макар Глебович,Улица Академика Пилюгина,4,115,1971,,,,,
Филимонова Анна Владимировна,Улица Академика Пилюгина,10,237,1954,,,,,
Тихонов Константин Артёмович,Ленинский проспект,20,70,1997,,,,,
Щеглова Мария Артёмовна,Проспект Вернадского,10,209,1996,,,,,
Овчинникова Дарья Ильинична,Проспект Вернадского,13,262,1999,,,,,
Новикова Кира Борисовна,Проспект Вернадского,17,76,1962,,,,,
Васильева София Марковна,Улица Кравченко,11,237,1979,,,,,
Иванов Даниил Олегович,Улица Панфёрова,6,44,1999,,,,,
Семенова Виктория Ивановна,Ленинский проспект,26,51,1966,,,,,
Калинин Даниил Артёмович,Ленинский проспект,19,115,1989,,,,,
Кукушкин Павел Львович,Улица Архитектора Власова,10,270,1993,,,,,
Ермакова Майя Никитична,Улица Марии Ульяновой,25,180,1971,,,,,
Суворов Макар Александрович,Проспект Вернадского,7,277,1981,,,,,
Баранова Алиса Ивановна,Нахимовский проспект,29,6,1996,,,,,
Васильева Вероника Мироновна,Улица Строителей,6,250,1989,,,,,
Васильев Михаил Константинович,Нахимовский проспект,1,180,1971,,,,,
Серебрякова Дарья Георгиевна,Ленинский проспект,17,247,1976,,,,,
Павлов Евгений Кириллович,Нахимовский проспект,5,271,2001,,,,,
Андреева Ева Андреевна,Улица Вавилова,17,200,2001,,,,,
Романова Вероника Николаевна,Улица Архитектора Власова,5,20,1963,,,,,
Гришина Кира Артемьевна,Проспект Вернадского,11,180,1978,,,,,
Соколова Василиса Александровна,Улица Марии Ульяновой,24,107,1975,,,,,
Глухова Полина Андреевна,Ленинский проспект,18,133,1986,,,,,
Филиппова София Максимовна,Нахимовский проспект,26,88,1999,,,,,
Терентьева Арина Марковна,Улица Строителей,6,56,1951,,,,,
Козлов Глеб Матвеевич,Улица Марии Ульяновой,8,162,1996,,,,,
Плотников Елисей Ильич,Улица Строителей,20,6,1994,,,,,
Белова София Львовна,Улица Вавилова,15,175,1959,,,,,
Степанов Дмитрий Александрович,Нахимовский проспект,2,260,1969,,,,,
Воронина Полина Глебовна,Улица Кравченко,19,34,2003,,,,,
Дорофеева Анна Фёдоровна,Проспект Вернадского,17,89,1994,,,,,
Данилова Диана Тимуровна,Улица Гарибальди,29,175,1981,,,,,
Данилова Диана Тимуровна,Улица Марии Ульяновой,9,29,1992,,,,,
Дорофеев Никита Александрович,Улица Кравченко,11,19,1985,,,,,
Миронов Иван Никитич,Улица Кравченко,13,67,1977,,,,,
Воронин Сергей Дмитриевич,Улица Вавилова,4,283,1961,,,,,
Миронов Илья Мирославович,Улица Гарибальди,10,74,1989,,,,,
Исаев Илья Георгиевич,Улица Марии Ульяновой,12,16,1977,,,,,
Максимова Алиса Ярославовна,Улица Архитектора Власова,4,164,1990,,,,,
Филиппова Алиса Артёмовна,Проспект Вернадского,6,243,1969,,,,,
Баранова Виктория Максимовна,Нахимовский проспект,15,123,1963,,,,,
Миронов Илья Мирославович,Улица Марии Ульяновой,23,263,1956,,,,,
Куликов Ярослав Фёдорович,Улица Крупской,9,185,1985,,,,,
Осипов Вадим Борисович,Улица Панфёрова,8,145,1972,,,,,
Петров Георгий Николаевич,Ленинский проспект,2,169,1983,,,,,
Карпов Александр Тимурович,Улица Архитектора Власова,6,165,1967,,,,,
Голиков Лев Никитич,Улица Кравченко,19,299,1967,,,,,
Матвеева Ева Андреевна,Улица Строителей,24,251,1985,,,,,
Алексеев Матвей Яковлевич,Улица Крупской,29,53,2004,,,,,
Астахова Виктория Васильевна,Улица Марии Ульяновой,2,27,1990,,,,,
Васильев Кирилл Ильич,Улица Строителей,22,246,1993,,,,,
Федотова Полина Максимовна,Проспект Вернадского,9,64,1965,,,,,
Леонтьев Семён Иванович,Улица Гарибальди,21,116,1955,,,,,
Тарасова Арина Глебовна,Улица Гарибальди,8,70,1965,,,,,
Новикова Кристина Васильевна,Улица Панфёрова,25,21,1994,,,,,
Антонов Артём Платонович,Улица Марии Ульяновой,27,4,1976,,,,,
Захаров Роман Денисович,Проспект Вернадского,27,93,1972,,,,,
Попов Леонид Макарович,Улица Крупской,30,89,2003,,,,,
Иванов Максим Тимофеевич,Проспект Вернадского,1,272,1954,,,,,
Леонтьев Семён Иванович,Ленинский проспект,30,228,1969,,,,,
Соколов Лев Владиславович,Улица Академика Пилюгина,22,20,1956,,,,,
Пономарева Ирина Александровна,Улица Кравченко,22,240,1983,,,,,
Добрынин Дмитрий Тихонович,Улица Вавилова,13,90,1981,,,,,
Новикова София Елисеевна,Улица Кравченко,15,33,2005,,,,,
Климова Екатерина Михайловна,Улица Архитектора Власова,24,80,1998,,,,,
Тарасова Арина Глебовна,Улица Гарибальди,6,234,1953,,,,,
Шишкин Константин Павлович,Улица Академика Пилюгина,21,284,1999,,,,,
Орлов Вадим Иванович,Улица Кравченко,20,72,1992,,,,,
Филиппова София Максимовна,Улица Академика Пилюгина,19,156,1996,,,,,
Захаров Николай Александрович,Улица Панфёрова,6,129,1969,,,,,
Платонова Алиса Степановна,Улица Крупской,16,101,1978,,,,,
Воронин Сергей Дмитриевич,Улица Панфёрова,19,300,1956,,,,,
Дорофеева Анна Фёдоровна,Улица Крупской,29,170,1979,,,,,
Сергеев Михаил Станиславович,Ленинский проспект,12,96,1974,,,,,
Петрова Алиса Степановна,Улица Вавилова,24,158,1980,,,,,
Тихомиров Герман Даниилович,Улица Панфёрова,15,149,1958,,,,,
Щеглова Мария Артёмовна,Улица Архитектора Власова,25,66,1970,,,,,
Давыдов Кирилл Янович,Улица Кравченко,7,159,1999,,,,,
Федотова Полина Максимовна,Улица Вавилова,7,205,1967,,,,,
Хохлов Александр Михайлович,Улица Академика Пилюгина,30,26,1981,,,,,
Соколова Полина Романовна,Ленинский проспект,11,52,1956,,,,,
Алешина Кристина Евгеньевна,Улица Марии Ульяновой,7,258,1964,,,,,
Попов Даниил Михайлович,Улица Марии Ульяновой,23,30,1972,,,,,
Миронов Иван Никитич,Улица Академика Пилюгина,5,86,1954,,,,,
Островский Макар Глебович,Улица Строителей,15,22,1972,,,,,
Зубков Алексей Арсеньевич,Улица Крупской,16,226,1957,,,,,
Куликова Мария Никитична,Улица Крупской,24,204,1950,,,,,
Копылов Григорий Платонович,Улица Крупской,26,227,1950,,,,,
Фирсова Василиса Марковна,Улица Марии Ульяновой,7,21,1951,,,,,
Овчинникова Ольга Ильинична,Улица Строителей,6,202,1952,,,,,
Филиппова Алиса Артёмовна,Улица Архитектора Власова,29,83,1956,,,,,
Снегирева Дарья Глебовна,Улица Вавилова,10,114,1975,,,,,
Коротков Кирилл Мирославович,Улица Архитектора Власова,2,20,1982,,,,,
Орлов Игорь Александрович,Проспект Вернадского,11,150,1964,,,,,
Егорова Надежда Дмитриевна,Улица Панфёрова,12,139,1978,,,,,
Филимонова Анна Владимировна,Проспект Вернадского,14,115,1993,,,,,
Шилова Алиса Ивановна,Улица Кравченко,24,169,1994,,,,,
Горелов Владимир Дмитриевич,Улица Вавилова,23,250,1972,,,,,
Данилова Диана Тимуровна,Улица Кравченко,15,134,1973,,,,,
Данилова Диана Тимуровна,Проспект Вернадского,1,197,1962,,,,,
Белова София Львовна,Ленинский проспект,13,273,1988,,,,,
Глухова Полина Андреевна,Улица Марии Ульяновой,3,112,1971,,,,,
Павлов Евгений Кириллович,Ленинский проспект,24,266,1954,,,,,
Жданов Кирилл Фёдорович,Улица Вавилова,5,192,1963,,,,,
Чернышев Платон Артёмович,Улица Академика Пилюгина,15,29,1973,,,,,
Никитина Мария Руслановна,Улица Строителей,22,17,1951,,,,,
Лебедева Василиса Андреевна,Нахимовский проспект,11,92,1962,,,,,
Матвеева Ева Андреевна,Улица Панфёрова,4,195,2005,,,,,
Сазонова Анастасия Александровна,Нахимовский проспект,28,21,1970,,,,,
Кукушкин Павел Львович,Улица Архитектора Власова,10,80,1972,,,,,
Астахова София Ильинична,Проспект Вернадского,17,190,1959,,,,,
Левин Сергей Ильич,Ленинский проспект,16,44,1961,,,,,
Морозов Роман Артурович,Улица Вавилова,25,199,1998,,,,,
Грачев Платон Русланович,Улица Вавилова,5,87,1987,,,,,
Снегирева Дарья Глебовна,Улица Строителей,30,55,1979,,,,,
Пономарева Мирослава Григорьевна,Улица Вавилова,11,33,1961,,,,,
Моисеева София Максимовна,Улица Строителей,4,260,1983,,,,,
Егоров Глеб Семёнович,Улица Архитектора Власова,1,21,1997,,,,,
Осипов Александр Тимофеевич,Улица Академика Пилюгина,11,8,1984,,,,,
Чернышев Платон Артёмович,Улица Кравченко,29,217,1979,,,,,
Левин Максим Богданович,Нахимовский проспект,14,30,1975,,,,,
Суслов Демид Дмитриевич,Нахимовский проспект,11,174,1998,,,,,
Дорофеев Никита Александрович,Улица Панфёрова,24,81,1980,,,,,
Астахова София Ильинична,Ленинский проспект,8,170,1982,,,,,
Егоров Глеб Семёнович,Улица Марии Ульяновой,15,179,1962,,,,,
Щеглова Мария Артёмовна,Проспект Вернадского,8,55,1969,,,,,
Овчинникова Дарья Ильинична,Нахимовский проспект,14,80,1967,,,,,
Филиппова Надежда Ярославовна,Улица Строителей,28,230,1957,,,,,
Егоров Глеб Семёнович,Улица Архитектора Власова,15,238,1976,,,,,
Куликов Ярослав Фёдорович,Улица Панфёрова,3,30,1968,,,,,
Власова Алина Андреевна,Улица Крупской,22,31,1959,,,,,
Денисов Алексей Романович,Улица Строителей,26,292,1963,,,,,
Денисов Илья Дмитриевич,Нахимовский проспект,30,239,1960,,,,,
Миронов Иван Никитич,Улица Строителей,25,93,1970,,,,,
Александрова Василиса Ивановна,Улица Строителей,27,22,1965,,,,,
Усова Алиса Николаевна,Улица Строителей,24,153,1997,,,,,
Туманов Сергей Михайлович,Улица Вавилова,27,195,2003,,,,,
Васильева Вероника Мироновна,Улица Марии Ульяновой,28,113,1977,,,,,
Петров Георгий Николаевич,Улица Марии Ульяновой,21,282,1975,,,,,
Максимова Алиса Ярославовна,Проспект Вернадского,9,252,1960,,,,,
Балашова Анна Савельевна,Улица Панфёрова,9,45,1983,,,,,
Новикова София Елисеевна,Улица Кравченко,18,61,1958,,,,,
Куликова Мария Никитична,Улица Панфёрова,17,1,2003,,,,,
Тарасова Арина Глебовна,Проспект Вернадского,25,63,2001,,,,,
Усова Алиса Николаевна,Ленинский проспект,14,98,1963,,,,,
Богданов Владимир Маркович,Улица Вавилова,3,22,1985,,,,,
Попов Даниил Михайлович,Улица Академика Пилюгина,3,261,2001,,,,,
Копылов Григорий Платонович,Улица Вавилова,4,157,1958,,,,,
Максимова Полина Максимовна,Улица Строителей,24,191,1966,,,,,
Шестаков Андрей Львович,Улица Гарибальди,13,115,1953,,,,,
Платонова Алиса Степановна,Улица Марии Ульяновой,28,263,1991,,,,,
Пономарева Ирина Александровна,Улица Панфёрова,17,148,1951,,,,,
Орлова Алёна Романовна,Ленинский проспект,28,13,1962,,,,,
Куликова Мария Никитична,Улица Кравченко,7,273,1976,,,,,
Латышев Роман Михайлович,Улица Гарибальди,10,231,1993,,,,,
Кудрявцева Анна Тимофеевна,Ленинский проспект,21,165,1970,,,,,
Иванов Дмитрий Ярославович,Нахимовский проспект,9,271,2001,,,,,
Баранова Василиса Александровна,Улица Марии Ульяновой,9,290,1982,,,,,
Елизарова Антонина Игоревна,Улица Гарибальди,24,37,2005,,,,,
Островский Макар Глебович,Улица Кравченко,3,133,1965,,,,,
Богданов Владимир Маркович,Нахимовский проспект,29,166,1957,,,,,
Воронина Полина Глебовна,Улица Архитектора Власова,26,158,1958,,,,,
Крючков Вячеслав Андреевич,Улица Гарибальди,2,149,1968,,,,,
Захарова Дарина Ярославовна,Улица Вавилова,30,30,1979,,,,,
Иванов Дмитрий Ярославович,Улица Вавилова,8,3,1979,,,,,
Полякова Мария Артёмовна,Улица Архитектора Власова,12,32,2000,,,,,
Селиванова Елизавета Марковна,Улица Строителей,1,287,1996,,,,,
Филиппова София Максимовна,Улица Вавилова,20,31,1973,,,,,
Туманов Сергей Михайлович,Проспект Вернадского,7,6,1958,,,,,
Денисов Илья Дмитриевич,Улица Крупской,28,127,1952,,,,,
Левин Максим Богданович,Улица Архитектора Власова,17,272,1963,,,,,
Литвинова Полина Лукинична,Нахимовский проспект,2,26,1983,,,,,
Исаев Илья Георгиевич,Улица Панфёрова,25,294,1957,,,,,
Блохина Елизавета Ильинична,Улица Гарибальди,25,219,2000,,,,,
Шишкин Константин Павлович,Улица Гарибальди,26,208,1978,,,,,
Волков Кирилл Маркович,Улица Архитектора Власова,20,153,1960,,,,,
Иванова Татьяна Юрьевна,Ленинский проспект,22,274,1978,,,,,
Астахова София Ильинична,Улица Вавилова,29,78,2001,,,,,
Родионова Дарья Александровна,Улица Гарибальди,24,164,1975,,,,,
Серебрякова Дарья Георгиевна,Ленинский проспект,5,132,1952,,,,,
Пахомов Владислав Макарович,Улица Марии Ульяновой,5,248,2004,,,,,
Калинин Даниил Артёмович,Проспект Вернадского,2,165,1982,,,,,
Дорофеев Никита Александрович,Улица Панфёрова,19,192,1971,,,,,
Левин Максим Богданович,Улица Крупской,5,145,1985,,,,,
Власова Алина Андреевна,Улица Марии Ульяновой,5,47,1989,,,,,
Иванов Артём Иванович,Ленинский проспект,8,30,1956,,,,,
Петров Георгий Николаевич,Нахимовский проспект,20,56,1999,,,,,
Никонова София Константиновна,Улица Архитектора Власова,10,157,1962,,,,,
Глухова Полина Андреевна,Улица Архитектора Власова,18,1,1959,,,,,
Балашова Анна Савельевна,Улица Академика Пилюгина,1,162,1983,,,,,
Власова Алина Андреевна,Улица Кравченко,21,96,1986,,,,,
Иванов Артём Иванович,Улица Кравченко,1,203,1999,,,,,
Панфилова Зоя Петровна,Улица Панфёрова,1,43,1996,,,,,
Козлов Роман Сергеевич,Нахимовский проспект,29,148,1953,,,,,
Платонова Алиса Степановна,Улица Архитектора Власова,10,153,1952,,,,,
Павлов Евгений Кириллович,Улица Вавилова,2,232,1975,,,,,
Блохина Елизавета Ильинична,Улица Панфёрова,24,124,1958,,,,,
Снегирева Дарья Глебовна,Улица Архитектора Власова,29,100,1974,,,,,
Николаева Дарина Григорьевна,Улица Панфёрова,10,8,1954,,,,,
Сергеев Гордей Ярославович,Улица Марии Ульяновой,20,205,1976,,,,,
Жданов Кирилл Фёдорович,Улица Панфёрова,20,113,1974,,,,,
Прохоров Андрей Арсеньевич,Ленинский проспект,15,111,1953,,,,,
Данилова Диана Тимуровна,Улица Академика Пилюгина,20,171,1975,,,,,
